Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1	
UV		Cond		Conc B		Injection		Fraction		"UV_CUT_TEMP@100,BASEM (1)"		Run Log	
ml	mAU	ml	mS/cm	ml	%	ml	Injection	ml	Fraction	ml	mAU	ml	Logbook
-22.585968	-0.13625	-22.585968	27.800739	15.578796	100					152.647034	0.32012		
-22.572632	-0.136548	-22.572632	27.802443	15.595444	100					152.66037	0.320203		
-22.559311	-0.13772	-22.559311	27.804068	15.612106	100					152.673706	0.320285		
-22.545975	-0.139865	-22.545975	27.80604	15.628769	100					152.687012	0.320368		
-22.532654	-0.141815	-22.532654	27.806826	15.645432	100					152.700348	0.320451		
-22.519333	-0.144345	-22.519333	27.805155	15.662079	100					152.713684	0.320534		
-22.505997	-0.146729	-22.505997	27.804482	15.678741	100					152.72699	0.320617		
-22.492676	-0.14602	-22.492676	27.803953	15.695404	100					152.740326	0.320617		
-22.47934	-0.146545	-22.47934	27.804548	15.712067	100					152.753662	0.320617		
-22.466019	-0.147205	-22.466019	27.805868	15.728714	100					152.766968	0.320617		
-22.452698	-0.146855	-22.452698	27.806728	15.745377	100					152.780304	0.320617		
-22.439362	-0.145335	-22.439362	27.807306	15.762039	100					152.79364	0.320617		
-22.426041	-0.145457	-22.426041	27.806702	15.778702	100					152.806976	0.320617		
-22.41272	-0.147065	-22.41272	27.803551	15.795349	100					152.820282	0.320617		
-22.399384	-0.147198	-22.399384	27.800827	15.812012	100					152.833618	0.320617		
-22.386063	-0.145692	-22.386063	27.799574	15.828674	100					152.846954	0.320617		
-22.372726	-0.14766	-22.372726	27.800974	15.845337	100					152.86026	0.320617		
-22.359406	-0.146276	-22.359406	27.803875	15.861984	100					152.873596	0.320617		
-22.346085	-0.144757	-22.346085	27.808834	15.878647	100					152.886932	0.320617		
-22.332748	-0.147064	-22.332748	27.81325	15.895309	100					152.900238	0.320617		
-22.319427	-0.150403	-22.319427	27.814699	15.911972	100					152.913574	0.320617		
-22.306091	-0.152235	-22.306091	27.816536	15.928635	100					152.92691	0.320617		
-22.29277	-0.152912	-22.29277	27.818142	15.945282	100					152.940247	0.320617		
-22.279449	-0.154673	-22.279449	27.818377	15.961945	100					152.953552	0.320617		
-22.266113	-0.155788	-22.266113	27.817471	15.978607	100					152.966888	0.320617		
-22.252792	-0.154194	-22.252792	27.816509	15.99527	100					152.980225	0.320617		
-22.239456	-0.148182	-22.239456	27.816553	16.011917	100					152.99353	0.320617		
-22.226135	-0.144204	-22.226135	27.815874	16.02858	100					153.006866	0.320698		
-22.212814	-0.143439	-22.212814	27.812113	16.045242	100					153.020203	0.32078		
-22.199478	-0.143203	-22.199478	27.808172	16.061905	100					153.033508	0.320861		
-22.186157	-0.141751	-22.186157	27.806757	16.078552	100					153.046844	0.320942		
-22.172821	-0.142937	-22.172821	27.805441	16.095215	100					153.060181	0.321024		
-22.1595	-0.145321	-22.1595	27.802309	16.111877	100					153.073517	0.321105		
-22.146179	-0.147985	-22.146179	27.799343	16.12854	100					153.086823	0.321186		
-22.132843	-0.150047	-22.132843	27.796497	16.145187	100					153.100159	0.321268		
-22.119522	-0.149228	-22.119522	27.795145	16.16185	100					153.113495	0.321349		
-22.106186	-0.148141	-22.106186	27.794931	16.178513	100					153.126801	0.32143		
-22.092865	-0.149569	-22.092865	27.794924	16.195175	100					153.140137	0.32143		
-22.079544	-0.151532	-22.079544	27.793314	16.211823	100					153.153473	0.32143		
-22.066208	-0.152824	-22.066208	27.790991	16.228485	100					153.166779	0.32143		
-22.052887	-0.152441	-22.052887	27.790369	16.245148	100					153.180115	0.32143		
-22.039551	-0.154057	-22.039551	27.791744	16.26181	100					153.193451	0.32143		
-22.02623	-0.15854	-22.02623	27.794195	16.278473	100					153.206757	0.32143		
-22.012909	-0.161155	-22.012909	27.797375	16.29512	100					153.220093	0.32143		
-21.999573	-0.161729	-21.999573	27.799831	16.311783	100					153.233429	0.32143		
-21.986252	-0.160344	-21.986252	27.801125	16.328445	100					153.246765	0.32143		
-21.972916	-0.159158	-21.972916	27.800375	16.345108	100					153.260071	0.32143		
-21.959595	-0.159104	-21.959595	27.799234	16.361755	100					153.273407	0.32143		
-21.946274	-0.155345	-21.946274	27.798321	16.378418	100					153.286743	0.32143		
-21.932938	-0.151413	-21.932938	27.795612	16.395081	100					153.300049	0.32143		
-21.919617	-0.149759	-21.919617	27.791245	16.411743	100					153.313385	0.32143		
-21.906281	-0.149256	-21.906281	27.787443	16.428391	100					153.326721	0.32143		
-21.89296	-0.150231	-21.89296	27.786085	16.445053	100					153.340027	0.32143		
-21.879639	-0.150329	-21.879639	27.78454	16.461716	100					153.353363	0.32143		
-21.866302	-0.149165	-21.866302	27.782316	16.478378	100					153.366699	0.32143		
-21.852982	-0.150818	-21.852982	27.780386	16.495026	100					153.380035	0.32143		
-21.839645	-0.149429	-21.839645	27.778978	16.511688	100					153.393341	0.32143		
-21.826324	-0.149256	-21.826324	27.778399	16.528351	100					153.406677	0.32151		
-21.813004	-0.150811	-21.813004	27.779438	16.545013	100					153.420013	0.32159		
-21.799667	-0.149173	-21.799667	27.780582	16.561661	100					153.433319	0.32167		
-21.786346	-0.151086	-21.786346	27.782385	16.578323	100					153.446655	0.321749		
-21.773026	-0.153252	-21.773026	27.783398	16.594986	100					153.459991	0.321829		
-21.759689	-0.153426	-21.759689	27.784575	16.611649	100					153.473297	0.321909		
-21.746368	-0.155126	-21.746368	27.78758	16.628311	100					153.486633	0.321989		
-21.733032	-0.152855	-21.733032	27.79006	16.644958	100					153.499969	0.322068		
-21.719711	-0.15312	-21.719711	27.789793	16.661621	100					153.513306	0.322148		
-21.70639	-0.151626	-21.70639	27.788166	16.678284	100					153.526611	0.322228		
-21.693054	-0.148952	-21.693054	27.78607	16.694946	100					153.539948	0.322228		
-21.679733	-0.149055	-21.679733	27.783342	16.711594	100					153.553284	0.322228		
-21.666397	-0.149153	-21.666397	27.781273	16.728256	100					153.566589	0.322228		
-21.653076	-0.151772	-21.653076	27.780714	16.744919	100					153.579926	0.322228		
-21.639755	-0.154144	-21.639755	27.780817	16.761581	100					153.593262	0.322228		
-21.626419	-0.155263	-21.626419	27.780869	16.778229	100					153.606567	0.322228		
-21.613098	-0.156645	-21.613098	27.780191	16.794891	100					153.619904	0.322228		
-21.599762	-0.156549	-21.599762	27.779818	16.811554	100					153.63324	0.322228		
-21.586441	-0.157202	-21.586441	27.77948	16.828217	100					153.646576	0.322228		
-21.57312	-0.156318	-21.57312	27.779224	16.844864	100					153.659882	0.322228		
-21.559784	-0.156099	-21.559784	27.77932	16.861526	100					153.673218	0.322228		
-21.546463	-0.156121	-21.546463	27.778727	16.878189	100					153.686554	0.322228		
-21.533127	-0.159635	-21.533127	27.777596	16.894852	100					153.69986	0.322228		
-21.519806	-0.162544	-21.519806	27.776276	16.911499	100					153.713196	0.322228		
-21.506485	-0.162732	-21.506485	27.775379	16.928162	100					153.726532	0.322228		
-21.493149	-0.163557	-21.493149	27.775032	16.944824	100					153.739838	0.322228		
-21.479828	-0.163572	-21.479828	27.774483	16.961487	100					153.753174	0.322228		
-21.466492	-0.164038	-21.466492	27.773861	16.978149	100					153.76651	0.322228		
-21.453171	-0.164974	-21.453171	27.774349	16.994797	100					153.779816	0.322228		
-21.43985	-0.166677	-21.43985	27.776688	17.011459	100					153.793152	0.322228		
-21.426514	-0.166507	-21.426514	27.777557	17.028122	100					153.806488	0.322306		
-21.413193	-0.167397	-21.413193	27.777826	17.044785	100					153.819824	0.322385		
-21.399857	-0.167014	-21.399857	27.776724	17.061432	100					153.83313	0.322463		
-21.386536	-0.167527	-21.386536	27.77597	17.078094	100					153.846466	0.322541		
-21.373215	-0.167915	-21.373215	27.776552	17.094757	100					153.859802	0.322619		
-21.359879	-0.165838	-21.359879	27.779568	17.11142	100					153.873108	0.322698		
-21.346558	-0.162563	-21.346558	27.783409	17.128067	100					153.886444	0.322776		
-21.333221	-0.162445	-21.333221	27.788048	17.14473	100					153.89978	0.322854		
-21.319901	-0.161923	-21.319901	27.792669	17.161392	100					153.913086	0.322933		
-21.30658	-0.164382	-21.30658	27.79397	17.178055	100					153.926422	0.323011		
-21.293243	-0.163627	-21.293243	27.792797	17.194702	100					153.939758	0.323011		
-21.279922	-0.16364	-21.279922	27.793194	17.211365	100					153.953094	0.323011		
-21.266586	-0.164772	-21.266586	27.794685	17.228027	100					153.9664	0.323011		
-21.253265	-0.165095	-21.253265	27.794794	17.24469	100					153.979736	0.323011		
-21.239944	-0.164671	-21.239944	27.793211	17.261337	100					153.993073	0.323011		
-21.226608	-0.160584	-21.226608	27.792	17.278	100					154.006378	0.323011		
-21.213287	-0.160709	-21.213287	27.791302	17.294662	100					154.019714	0.323011		
-21.199951	-0.16049	-21.199951	27.79043	17.311325	100					154.033051	0.323011		
-21.18663	-0.158183	-21.18663	27.789919	17.327988	100					154.046356	0.323011		
-21.173309	-0.160733	-21.173309	27.790762	17.344635	100					154.059692	0.323011		
-21.159973	-0.162681	-21.159973	27.792034	17.361298	100					154.073029	0.323011		
-21.146652	-0.165299	-21.146652	27.793606	17.37796	100					154.086365	0.323011		
-21.133331	-0.166607	-21.133331	27.7955	17.394623	100					154.09967	0.323011		
-21.119995	-0.167242	-21.119995	27.796745	17.41127	100					154.113007	0.323011		
-21.106674	-0.168619	-21.106674	27.797739	17.427933	100					154.126343	0.323011		
-21.093338	-0.16645	-21.093338	27.798603	17.444595	100					154.139648	0.323011		
-21.080017	-0.166286	-21.080017	27.800213	17.461258	100					154.152985	0.323011		
-21.066696	-0.163747	-21.066696	27.802143	17.477905	100					154.166321	0.323011		
-21.05336	-0.160633	-21.05336	27.8057	17.494568	100					154.179626	0.323011		
-21.040039	-0.159572	-21.040039	27.80998	17.51123	100					154.192963	0.323011		
-21.026703	-0.15809	-21.026703	27.812542	17.527893	100					154.206299	0.323088		
-21.013382	-0.160257	-21.013382	27.814676	17.54454	100					154.219635	0.323165		
-21.000061	-0.159556	-21.000061	27.814991	17.561203	100					154.232941	0.323241		
-20.986725	-0.158283	-20.986725	27.813629	17.577866	100					154.246277	0.323318		
-20.973404	-0.157925	-20.973404	27.812166	17.594528	100					154.259613	0.323395		
-20.960068	-0.159108	-20.960068	27.812197	17.611176	100					154.272919	0.323472		
-20.946747	-0.161728	-20.946747	27.814646	17.627838	100					154.286255	0.323549		
-20.933426	-0.162279	-20.933426	27.817688	17.644501	100					154.299591	0.323626		
-20.92009	-0.163133	-20.92009	27.820215	17.661163	100					154.312897	0.323702		
-20.906769	-0.162361	-20.906769	27.822456	17.677826	100					154.326233	0.323779		
-20.893433	-0.163287	-20.893433	27.821936	17.694473	100					154.339569	0.323779		
-20.880112	-0.163808	-20.880112	27.821381	17.711136	100					154.352905	0.323779		
-20.866791	-0.164783	-20.866791	27.82033	17.727798	100					154.366211	0.323779		
-20.853455	-0.164507	-20.853455	27.819466	17.744461	100					154.379547	0.323779		
-20.840134	-0.164157	-20.840134	27.820198	17.761108	100					154.392883	0.323779		
-20.826797	-0.16501	-20.826797	27.82152	17.777771	100					154.406189	0.323779		
-20.813477	-0.166667	-20.813477	27.822535	17.794434	100					154.419525	0.323779		
-20.800156	-0.168706	-20.800156	27.824871	17.811096	100					154.432861	0.323779		
-20.786819	-0.169085	-20.786819	27.826612	17.827744	100					154.446167	0.323779		
-20.773499	-0.171074	-20.773499	27.828096	17.844406	100					154.459503	0.323779		
-20.760162	-0.174155	-20.760162	27.829031	17.861069	100					154.472839	0.323779		
-20.746841	-0.17568	-20.746841	27.830027	17.877731	100					154.486145	0.323779		
-20.733521	-0.174328	-20.733521	27.831877	17.894379	100					154.499481	0.323779		
-20.720184	-0.172942	-20.720184	27.833961	17.911041	100					154.512817	0.323779		
-20.706863	-0.17265	-20.706863	27.834564	17.927704	100					154.526154	0.323779		
-20.693527	-0.171358	-20.693527	27.833996	17.944366	100					154.539459	0.323779		
-20.680206	-0.169575	-20.680206	27.83354	17.961014	100					154.552795	0.323779		
-20.666885	-0.170364	-20.666885	27.83366	17.977676	100					154.566132	0.323779		
-20.653549	-0.171374	-20.653549	27.835796	17.994339	100					154.579437	0.323779		
-20.640228	-0.172928	-20.640228	27.839788	18.011002	100					154.592773	0.323779		
-20.626892	-0.17101	-20.626892	27.842049	18.027664	100					154.60611	0.323855		
-20.613571	-0.169861	-20.613571	27.84325	18.044312	100					154.619415	0.32393		
-20.60025	-0.168433	-20.60025	27.843866	18.060974	100					154.632751	0.324005		
-20.586914	-0.166909	-20.586914	27.845348	18.077637	100					154.646088	0.324081		
-20.573593	-0.16807	-20.573593	27.845064	18.094299	100					154.659424	0.324156		
-20.560257	-0.168677	-20.560257	27.844255	18.110947	100					154.672729	0.324231		
-20.546936	-0.175	-20.546936	27.844194	18.127609	100					154.686066	0.324307		
-20.533615	-0.17975	-20.533615	27.843399	18.144272	100					154.699402	0.324382		
-20.520279	-0.181977	-20.520279	27.84358	18.160934	100					154.712708	0.324458		
-20.506958	-0.184019	-20.506958	27.845757	18.177582	100					154.726044	0.324533		
-20.493637	-0.18513	-20.493637	27.8458	18.194244	100					154.73938	0.324533		
-20.480301	-0.187768	-20.480301	27.843201	18.210907	100					154.752686	0.324533		
-20.46698	-0.186693	-20.46698	27.840612	18.22757	100					154.766022	0.324533		
-20.453644	-0.186785	-20.453644	27.838457	18.244217	100					154.779358	0.324533		
-20.440323	-0.185887	-20.440323	27.837091	18.26088	100					154.792694	0.324533		
-20.427002	-0.185072	-20.427002	27.837637	18.277542	100					154.806	0.324533		
-20.413666	-0.185825	-20.413666	27.840319	18.294205	100					154.819336	0.324533		
-20.400345	-0.185928	-20.400345	27.842997	18.310852	100					154.832672	0.324533		
-20.387009	-0.183996	-20.387009	27.844786	18.327515	100					154.845978	0.324533		
-20.373688	-0.185394	-20.373688	27.846033	18.344177	100					154.859314	0.324533		
-20.360367	-0.186362	-20.360367	27.845819	18.36084	100					154.87265	0.324533		
-20.347031	-0.185531	-20.347031	27.845499	18.377502	100					154.885956	0.324533		
-20.33371	-0.186034	-20.33371	27.846193	18.39415	100					154.899292	0.324533		
-20.320374	-0.182694	-20.320374	27.846025	18.410812	100					154.912628	0.324533		
-20.307053	-0.182025	-20.307053	27.84763	18.427475	100					154.925964	0.324533		
-20.293732	-0.182096	-20.293732	27.849781	18.444138	100					154.93927	0.324533		
-20.280396	-0.18281	-20.280396	27.849129	18.460785	100					154.952606	0.324533		
-20.267075	-0.182584	-20.267075	27.846485	18.477448	100					154.965942	0.324533		
-20.253738	-0.182538	-20.253738	27.84569	18.49411	100					154.979248	0.324533		
-20.240417	-0.183951	-20.240417	27.845352	18.510773	100					154.992584	0.324533		
-20.227097	-0.184733	-20.227097	27.845451	18.52742	100					155.00592	0.324607		
-20.21376	-0.184405	-20.21376	27.845425	18.544083	100					155.019226	0.324681		
-20.200439	-0.183448	-20.200439	27.845974	18.560745	100					155.032562	0.324755		
-20.187103	-0.184461	-20.187103	27.848141	18.577408	100					155.045898	0.324829		
-20.173782	-0.184594	-20.173782	27.847969	18.594055	100					155.059204	0.324903		
-20.160461	-0.186358	-20.160461	27.84565	18.610718	100					155.07254	0.324977		
-20.147125	-0.18679	-20.147125	27.84269	18.62738	100					155.085876	0.325051		
-20.133804	-0.185832	-20.133804	27.840912	18.644043	100					155.099213	0.325125		
-20.120468	-0.184577	-20.120468	27.839123	18.66069	100					155.112518	0.325199		
-20.107147	-0.18406	-20.107147	27.83544	18.677353	100					155.125854	0.325273		
-20.093826	-0.185019	-20.093826	27.832066	18.694016	100					155.139191	0.325273		
-20.08049	-0.184457	-20.08049	27.830196	18.710678	100					155.152496	0.325273		
-20.067169	-0.184934	-20.067169	27.831614	18.727341	100					155.165833	0.325273		
-20.053833	-0.18505	-20.053833	27.835735	18.743988	100					155.179169	0.325273		
-20.040512	-0.185392	-20.040512	27.839678	18.760651	100					155.192474	0.325273		
-20.027191	-0.186155	-20.027191	27.842384	18.777313	100					155.205811	0.325273		
-20.013855	-0.184057	-20.013855	27.842281	18.793976	100					155.219147	0.325273		
-20.000534	-0.184863	-20.000534	27.840117	18.810623	100					155.232483	0.325273		
-19.987198	-0.183328	-19.987198	27.838438	18.827286	100					155.245789	0.325273		
-19.973877	-0.184278	-19.973877	27.838232	18.843948	100					155.259125	0.325273		
-19.960556	-0.185597	-19.960556	27.838947	18.860611	100					155.272461	0.325273		
-19.94722	-0.186718	-19.94722	27.838408	18.877258	100					155.285767	0.325273		
-19.933899	-0.18975	-19.933899	27.836744	18.893921	100					155.299103	0.325273		
-19.920563	-0.190417	-19.920563	27.836594	18.910583	100					155.312439	0.325273		
-19.907242	-0.190172	-19.907242	27.83816	18.927246	100					155.325745	0.325273		
-19.893921	-0.189351	-19.893921	27.837944	18.943893	100					155.339081	0.325273		
-19.880585	-0.188433	-19.880585	27.835304	18.960556	100					155.352417	0.325273		
-19.867264	-0.187589	-19.867264	27.832092	18.977219	100					155.365753	0.325273		
-19.853943	-0.189288	-19.853943	27.828928	18.993881	100					155.379059	0.325273		
-19.840607	-0.19089	-19.840607	27.827429	19.010529	100					155.392395	0.325273		
-19.827286	-0.191659	-19.827286	27.827442	19.027191	100					155.405731	0.325345		
-19.81395	-0.193638	-19.81395	27.826641	19.043854	100					155.419037	0.325418		
-19.800629	-0.196104	-19.800629	27.826296	19.060516	100					155.432373	0.325491		
-19.787308	-0.196787	-19.787308	27.825596	19.077179	100					155.445709	0.325563		
-19.773972	-0.197353	-19.773972	27.824732	19.093826	100					155.459015	0.325636		
-19.760651	-0.195704	-19.760651	27.825846	19.110489	100					155.472351	0.325708		
-19.747314	-0.194836	-19.747314	27.828093	19.127151	100					155.485687	0.325781		
-19.733994	-0.192704	-19.733994	27.82732	19.143814	100					155.499023	0.325853		
-19.720673	-0.18996	-19.720673	27.824684	19.160461	100					155.512329	0.325926		
-19.707336	-0.1868	-19.707336	27.822889	19.177124	100					155.525665	0.325999		
-19.694016	-0.184532	-19.694016	27.82168	19.193787	100					155.539001	0.325999		
-19.680679	-0.183728	-19.680679	27.822746	19.210449	100					155.552307	0.325999		
-19.667358	-0.183257	-19.667358	27.82538	19.227097	100					155.565643	0.325999		
-19.654037	-0.186082	-19.654037	27.828741	19.243759	100					155.578979	0.325999		
-19.640701	-0.185942	-19.640701	27.831806	19.260422	100					155.592285	0.325999		
-19.62738	-0.186461	-19.62738	27.834381	19.277084	100					155.605621	0.325999		
-19.614044	-0.187241	-19.614044	27.834805	19.293732	100					155.618958	0.325999		
-19.600723	-0.188273	-19.600723	27.834038	19.310394	100					155.632294	0.325999		
-19.587402	-0.191115	-19.587402	27.831707	19.327057	100					155.645599	0.325999		
-19.574066	-0.191179	-19.574066	27.828939	19.343719	100					155.658936	0.325999		
-19.560745	-0.191111	-19.560745	27.826145	19.360367	100					155.672272	0.325999		
-19.547409	-0.192604	-19.547409	27.825544	19.377029	100					155.685577	0.325999		
-19.534088	-0.191483	-19.534088	27.826052	19.393692	100					155.698914	0.325999		
-19.520767	-0.189857	-19.520767	27.825962	19.410355	100					155.71225	0.325999		
-19.507431	-0.189787	-19.507431	27.824257	19.427017	100					155.725555	0.325999		
-19.49411	-0.190733	-19.49411	27.822792	19.443665	100					155.738892	0.325999		
-19.480774	-0.192403	-19.480774	27.823505	19.460327	100					155.752228	0.325999		
-19.467453	-0.192469	-19.467453	27.824589	19.47699	100					155.765533	0.325999		
-19.454132	-0.19366	-19.454132	27.824751	19.493652	100					155.77887	0.325999		
-19.440796	-0.193183	-19.440796	27.825308	19.5103	100					155.792206	0.325999		
-19.427475	-0.195489	-19.427475	27.827663	19.526962	100					155.805542	0.32607		
-19.414139	-0.198566	-19.414139	27.83062	19.543625	100					155.818848	0.326141		
-19.400818	-0.198668	-19.400818	27.832008	19.560287	100					155.832184	0.326212		
-19.387497	-0.197643	-19.387497	27.833323	19.576935	100					155.84552	0.326284		
-19.374161	-0.197619	-19.374161	27.836296	19.593597	100					155.858826	0.326355		
-19.36084	-0.200868	-19.36084	27.840704	19.61026	100					155.872162	0.326426		
-19.347504	-0.200759	-19.347504	27.844227	19.626923	100					155.885498	0.326497		
-19.334183	-0.200699	-19.334183	27.846369	19.64357	100					155.898804	0.326569		
-19.320862	-0.199695	-19.320862	27.84704	19.660233	100					155.91214	0.32664		
-19.307526	-0.200799	-19.307526	27.848494	19.676895	100					155.925476	0.326711		
-19.294205	-0.203867	-19.294205	27.848965	19.693558	100					155.938812	0.326711		
-19.280869	-0.200664	-19.280869	27.846088	19.710205	100					155.952118	0.326711		
-19.267548	-0.200784	-19.267548	27.842327	19.726868	100					155.965454	0.326711		
-19.254227	-0.201163	-19.254227	27.835814	19.74353	100					155.97879	0.326711		
-19.240891	-0.201935	-19.240891	27.828083	19.760193	100					155.992096	0.326711		
-19.22757	-0.202693	-19.22757	27.822435	19.776855	100					156.005432	0.326711		
-19.214249	-0.200541	-19.214249	27.820532	19.793503	100					156.018768	0.326711		
-19.200912	-0.205423	-19.200912	27.819225	19.810165	100					156.032074	0.326711		
-19.187592	-0.208005	-19.187592	27.815561	19.826828	100					156.04541	0.326711		
-19.174255	-0.206652	-19.174255	27.811464	19.843491	100					156.058746	0.326711		
-19.160934	-0.208187	-19.160934	27.809204	19.860138	100					156.072083	0.326711		
-19.147614	-0.209348	-19.147614	27.80895	19.876801	100					156.085388	0.326711		
-19.134277	-0.209832	-19.134277	27.810612	19.893463	100					156.098724	0.326711		
-19.120956	-0.208779	-19.120956	27.810513	19.910126	100					156.112061	0.326711		
-19.10762	-0.208973	-19.10762	27.80792	19.926773	100					156.125366	0.326711		
-19.094299	-0.209214	-19.094299	27.805153	19.943436	100					156.138702	0.326711		
-19.080978	-0.210087	-19.080978	27.802242	19.960098	100					156.152039	0.326711		
-19.067642	-0.20654	-19.067642	27.801088	19.976761	100					156.165344	0.326711		
-19.054321	-0.205602	-19.054321	27.801397	19.993408	100					156.17868	0.326711		
-19.040985	-0.20641	-19.040985	27.801926	20.010071	100					156.192017	0.326711		
-19.027664	-0.20484	-19.027664	27.802891	20.026733	100					156.205353	0.326781		
-19.014343	-0.207132	-19.014343	27.803852	20.043396	100					156.218658	0.326851		
-19.001007	-0.20409	-19.001007	27.802162	20.060043	100					156.231995	0.326921		
-18.987686	-0.207132	-18.987686	27.798252	20.076706	100					156.245331	0.326991		
-18.97435	-0.208104	-18.97435	27.79664	20.093369	100					156.258636	0.327061		
-18.961029	-0.205951	-18.961029	27.798481	20.110031	100					156.271973	0.32713		
-18.947708	-0.207188	-18.947708	27.799971	20.126694	100					156.285309	0.3272		
-18.934372	-0.205797	-18.934372	27.801373	20.143341	100					156.298615	0.32727		
-18.921051	-0.205589	-18.921051	27.80056	20.160004	100					156.311951	0.32734		
-18.907715	-0.204339	-18.907715	27.799376	20.176666	100					156.325287	0.32741		
-18.894394	-0.204792	-18.894394	27.798721	20.193329	100					156.338593	0.32741		
-18.881073	-0.203161	-18.881073	27.798586	20.209976	100					156.351929	0.32741		
-18.867737	-0.203995	-18.867737	27.800428	20.226639	100					156.365265	0.32741		
-18.854416	-0.205843	-18.854416	27.801449	20.243301	100					156.378601	0.32741		
-18.84108	-0.206734	-18.84108	27.800093	20.259964	100					156.391907	0.32741		
-18.827759	-0.20882	-18.827759	27.79882	20.276611	100					156.405243	0.32741		
-18.814438	-0.209383	-18.814438	27.796577	20.293274	100					156.418579	0.32741		
-18.801102	-0.211224	-18.801102	27.793978	20.309937	100					156.431885	0.32741		
-18.787781	-0.21322	-18.787781	27.792177	20.326599	100					156.445221	0.32741		
-18.774445	-0.21356	-18.774445	27.790609	20.343246	100					156.458557	0.32741		
-18.761124	-0.214224	-18.761124	27.790798	20.359909	100					156.471863	0.327479		
-18.747803	-0.212266	-18.747803	27.794056	20.376572	100					156.485199	0.327547		
-18.734467	-0.21529	-18.734467	27.798851	20.393234	100					156.498535	0.327616		
-18.721146	-0.217272	-18.721146	27.803938	20.409882	100					156.511871	0.327684		
-18.707809	-0.216989	-18.707809	27.80929	20.426544	100					156.525177	0.327753		
-18.694489	-0.21429	-18.694489	27.813387	20.443207	100					156.538513	0.327822		
-18.681168	-0.213523	-18.681168	27.816614	20.459869	100					156.551849	0.32789		
-18.667831	-0.218377	-18.667831	27.81761	20.476532	100					156.565155	0.327959		
-18.65451	-0.219169	-18.65451	27.817577	20.493179	100					156.578491	0.328027		
-18.641174	-0.222022	-18.641174	27.819834	20.509842	100					156.591827	0.328096		
-18.627853	-0.222027	-18.627853	27.819853	20.526505	100					156.605133	0.328096		
-18.614532	-0.226423	-18.614532	27.816883	20.543167	100					156.618469	0.328096		
-18.601196	-0.229612	-18.601196	27.814159	20.559814	100					156.631805	0.328096		
-18.587875	-0.231837	-18.587875	27.813042	20.576477	100					156.645142	0.328096		
-18.574554	-0.232099	-18.574554	27.812206	20.59314	100					156.658447	0.328096		
-18.561218	-0.232021	-18.561218	27.811647	20.609802	100					156.671783	0.328096		
-18.547897	-0.233012	-18.547897	27.8109	20.62645	100					156.68512	0.328096		
-18.534561	-0.230834	-18.534561	27.809582	20.643112	100					156.698425	0.328096		
-18.52124	-0.231805	-18.52124	27.808144	20.659775	100					156.711761	0.328096		
-18.507919	-0.230998	-18.507919	27.806139	20.676437	100					156.725098	0.328096		
-18.494583	-0.231446	-18.494583	27.804899	20.693085	100					156.738403	0.328096		
-18.481262	-0.233005	-18.481262	27.803675	20.709747	100					156.75174	0.328096		
-18.467926	-0.229353	-18.467926	27.802446	20.72641	100					156.765076	0.328096		
-18.454605	-0.229375	-18.454605	27.800966	20.743073	100					156.778412	0.328096		
-18.441284	-0.226597	-18.441284	27.800575	20.75972	100					156.791718	0.328096		
-18.427948	-0.224571	-18.427948	27.802025	20.776382	100					156.805054	0.328096		
-18.414627	-0.22597	-18.414627	27.803499	20.793045	100					156.81839	0.328096		
-18.401291	-0.225969	-18.401291	27.803707	20.809708	100					156.831696	0.328096		
-18.38797	-0.226715	-18.38797	27.804869	20.82637	100					156.845032	0.328096		
-18.374649	-0.226712	-18.374649	27.806984	20.843018	100					156.858368	0.328096		
-18.361313	-0.230435	-18.361313	27.809736	20.85968	100					156.871674	0.328163		
-18.347992	-0.234087	-18.347992	27.811848	20.876343	100					156.88501	0.328231		
-18.334656	-0.235022	-18.334656	27.813784	20.893005	100					156.898346	0.328298		
-18.321335	-0.234081	-18.321335	27.816351	20.909653	100					156.911682	0.328365		
-18.308014	-0.236399	-18.308014	27.819036	20.926315	100					156.924988	0.328433		
-18.294678	-0.237896	-18.294678	27.822206	20.942978	100					156.938324	0.3285		
-18.281357	-0.238794	-18.281357	27.8223	20.959641	100					156.95166	0.328567		
-18.268021	-0.241559	-18.268021	27.821781	20.976288	100					156.964966	0.328635		
-18.2547	-0.241815	-18.2547	27.820948	20.99295	100					156.978302	0.328702		
-18.241379	-0.244053	-18.241379	27.820362	21.009613	100					156.991638	0.328769		
-18.228043	-0.246519	-18.228043	27.820412	21.026276	100					157.004944	0.328769		
-18.214722	-0.248521	-18.214722	27.819744	21.042923	100					157.01828	0.328769		
-18.201385	-0.248105	-18.201385	27.820024	21.059586	100					157.031616	0.328769		
-18.188065	-0.246288	-18.188065	27.820837	21.076248	100					157.044922	0.328769		
-18.174744	-0.244969	-18.174744	27.820375	21.092911	100					157.058258	0.328769		
-18.161407	-0.241761	-18.161407	27.820766	21.109558	100					157.071594	0.328769		
-18.148087	-0.239786	-18.148087	27.82123	21.126221	100					157.08493	0.328769		
-18.13475	-0.2414	-18.13475	27.820854	21.142883	100					157.098236	0.328769		
-18.121429	-0.244689	-18.121429	27.820957	21.159546	100					157.111572	0.328769		
-18.108109	-0.246424	-18.108109	27.822989	21.176208	100					157.124908	0.328769		
