Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1	
UV		Cond		Conc B		Injection		Fraction		"UV_CUT_TEMP@100,BASEM (1)"		Run Log	
ml	mAU	ml	mS/cm	ml	%	ml	Injection	ml	Fraction	ml	mAU	ml	Logbook
-79.771965	-0.139563	-79.771965	27.756361	-55.904831	100					95.461029	0.191653		
-79.758636	-0.139188	-79.758636	27.756424	-55.888176	100					95.474365	0.191728		
-79.745308	-0.138984	-79.745308	27.756342	-55.871513	100					95.487701	0.191804		
-79.731979	-0.137698	-79.731979	27.756622	-55.854858	100					95.501007	0.191879		
-79.718658	-0.139084	-79.718658	27.757498	-55.838196	100					95.514343	0.191955		
-79.70533	-0.138719	-79.70533	27.758211	-55.821533	100					95.527679	0.19203		
-79.692001	-0.137121	-79.692001	27.758373	-55.804878	100					95.541016	0.192106		
-79.678673	-0.136283	-79.678673	27.759819	-55.788216	100					95.554321	0.192182		
-79.665344	-0.134525	-79.665344	27.762325	-55.771561	100					95.567657	0.192182		
-79.652023	-0.137556	-79.652023	27.765453	-55.754898	100					95.580994	0.192182		
-79.638695	-0.13772	-79.638695	27.768526	-55.738243	100					95.594299	0.192182		
-79.625366	-0.139201	-79.625366	27.770948	-55.721581	100					95.607635	0.192182		
-79.612038	-0.142084	-79.612038	27.772205	-55.704926	100					95.620972	0.192182		
-79.598709	-0.142735	-79.598709	27.772972	-55.688263	100					95.634277	0.192182		
-79.585388	-0.14623	-79.585388	27.773046	-55.671608	100					95.647614	0.192182		
-79.57206	-0.150142	-79.57206	27.772768	-55.654945	100					95.66095	0.192182		
-79.558731	-0.151713	-79.558731	27.772682	-55.63829	100					95.674255	0.192182		
-79.545403	-0.151397	-79.545403	27.772236	-55.621628	100					95.687592	0.192182		
-79.532074	-0.149685	-79.532074	27.771418	-55.604973	100					95.700928	0.192182		
-79.518753	-0.147768	-79.518753	27.769802	-55.58831	100					95.714264	0.192182		
-79.505424	-0.145174	-79.505424	27.76836	-55.571655	100					95.72757	0.192182		
-79.492096	-0.140955	-79.492096	27.767649	-55.554993	100					95.740906	0.192182		
-79.478767	-0.138876	-79.478767	27.767935	-55.538338	100					95.754242	0.192182		
-79.465439	-0.139775	-79.465439	27.768381	-55.521675	100					95.767548	0.192182		
-79.452118	-0.141135	-79.452118	27.769123	-55.50502	100					95.780884	0.192182		
-79.438789	-0.142006	-79.438789	27.770134	-55.488358	100					95.79422	0.192182		
-79.425461	-0.143533	-79.425461	27.77107	-55.471695	100					95.807526	0.192182		
-79.412132	-0.146129	-79.412132	27.772076	-55.45504	100					95.820862	0.192182		
-79.398811	-0.145306	-79.398811	27.772951	-55.438377	100					95.834198	0.192257		
-79.385483	-0.142715	-79.385483	27.774752	-55.421722	100					95.847534	0.192332		
-79.372154	-0.141005	-79.372154	27.777174	-55.40506	100					95.86084	0.192408		
-79.358826	-0.141895	-79.358826	27.77813	-55.388405	100					95.874176	0.192483		
-79.345497	-0.138655	-79.345497	27.777533	-55.371742	100					95.887512	0.192558		
-79.332176	-0.136673	-79.332176	27.776531	-55.355087	100					95.900818	0.192634		
-79.318848	-0.137516	-79.318848	27.776575	-55.338425	100					95.914154	0.192709		
-79.305519	-0.13738	-79.305519	27.776371	-55.32177	100					95.92749	0.192784		
-79.292191	-0.137781	-79.292191	27.775351	-55.305107	100					95.940796	0.19286		
-79.278862	-0.13908	-79.278862	27.774656	-55.288452	100					95.954132	0.192935		
-79.265541	-0.139206	-79.265541	27.774174	-55.27179	100					95.967468	0.192935		
-79.252213	-0.138177	-79.252213	27.773046	-55.255135	100					95.980804	0.192935		
-79.238884	-0.138841	-79.238884	27.77145	-55.238472	100					95.99411	0.192935		
-79.225555	-0.140095	-79.225555	27.769688	-55.221817	100					96.007446	0.192935		
-79.212227	-0.1401	-79.212227	27.768316	-55.205154	100					96.020782	0.192935		
-79.198906	-0.139993	-79.198906	27.76716	-55.188499	100					96.034088	0.192935		
-79.185577	-0.139058	-79.185577	27.766081	-55.171837	100					96.047424	0.192935		
-79.172249	-0.139514	-79.172249	27.76502	-55.155182	100					96.06076	0.192935		
-79.15892	-0.138449	-79.15892	27.763798	-55.138519	100					96.074066	0.192935		
-79.145592	-0.136434	-79.145592	27.762943	-55.121857	100					96.087402	0.192935		
-79.132271	-0.137884	-79.132271	27.76289	-55.105202	100					96.100739	0.19301		
-79.118942	-0.139149	-79.118942	27.763006	-55.088539	100					96.114075	0.193085		
-79.105614	-0.140039	-79.105614	27.762367	-55.071884	100					96.12738	0.19316		
-79.092285	-0.141312	-79.092285	27.760981	-55.055222	100					96.140717	0.193235		
-79.078964	-0.143279	-79.078964	27.759773	-55.038567	100					96.154053	0.193311		
-79.065636	-0.144594	-79.065636	27.759655	-55.021904	100					96.167358	0.193386		
-79.052307	-0.143083	-79.052307	27.760551	-55.005249	100					96.180695	0.193461		
-79.038979	-0.141225	-79.038979	27.761173	-54.988586	100					96.194031	0.193536		
-79.02565	-0.139601	-79.02565	27.761559	-54.971931	100					96.207336	0.193611		
-79.012329	-0.139352	-79.012329	27.762239	-54.955269	100					96.220673	0.193686		
-78.999001	-0.13738	-78.999001	27.763742	-54.938614	100					96.234009	0.193686		
-78.985672	-0.137662	-78.985672	27.765705	-54.921951	100					96.247345	0.193686		
-78.972343	-0.138927	-78.972343	27.768095	-54.905296	100					96.260651	0.193686		
-78.959015	-0.137419	-78.959015	27.770336	-54.888634	100					96.273987	0.193686		
-78.945694	-0.136533	-78.945694	27.770994	-54.871979	100					96.287323	0.193686		
-78.932365	-0.137818	-78.932365	27.770781	-54.855316	100					96.300629	0.193686		
-78.919037	-0.139533	-78.919037	27.771326	-54.838661	100					96.313965	0.193686		
-78.905708	-0.139412	-78.905708	27.770481	-54.821999	100					96.327301	0.193686		
-78.89238	-0.141651	-78.89238	27.767363	-54.805344	100					96.340607	0.193686		
-78.879059	-0.141653	-78.879059	27.763721	-54.788681	100					96.353943	0.193686		
-78.86573	-0.142721	-78.86573	27.761002	-54.772018	100					96.367279	0.193761		
-78.852402	-0.140761	-78.852402	27.758877	-54.755363	100					96.380585	0.193836		
-78.839073	-0.138007	-78.839073	27.757339	-54.738701	100					96.393921	0.193911		
-78.825745	-0.134122	-78.825745	27.756407	-54.722046	100					96.407257	0.193985		
-78.812424	-0.130358	-78.812424	27.755941	-54.705383	100					96.420593	0.19406		
-78.799095	-0.128385	-78.799095	27.75491	-54.688728	100					96.433899	0.194135		
-78.785767	-0.127163	-78.785767	27.754095	-54.672066	100					96.447235	0.19421		
-78.772438	-0.126418	-78.772438	27.754078	-54.655411	100					96.460571	0.194285		
-78.759117	-0.12819	-78.759117	27.754017	-54.638748	100					96.473877	0.19436		
-78.745789	-0.129413	-78.745789	27.75329	-54.622093	100					96.487213	0.194434		
-78.73246	-0.131559	-78.73246	27.752882	-54.605431	100					96.500549	0.194434		
-78.719131	-0.131788	-78.719131	27.752872	-54.588776	100					96.513855	0.194434		
-78.705803	-0.132466	-78.705803	27.752798	-54.572113	100					96.527191	0.194434		
-78.692482	-0.133124	-78.692482	27.753582	-54.555458	100					96.540527	0.194434		
-78.679153	-0.135234	-78.679153	27.755503	-54.538795	100					96.553864	0.194434		
-78.665825	-0.136568	-78.665825	27.757782	-54.522141	100					96.567169	0.194434		
-78.652496	-0.139568	-78.652496	27.760696	-54.505478	100					96.580505	0.194434		
-78.639168	-0.142667	-78.639168	27.764	-54.488823	100					96.593842	0.194434		
-78.625847	-0.140786	-78.625847	27.764627	-54.47216	100					96.607147	0.194434		
-78.612518	-0.138626	-78.612518	27.762201	-54.455505	100					96.620483	0.194434		
-78.59919	-0.136759	-78.59919	27.759769	-54.438843	100					96.63382	0.194509		
-78.585861	-0.132683	-78.585861	27.75716	-54.42218	100					96.647125	0.194584		
-78.572533	-0.12733	-78.572533	27.754393	-54.405525	100					96.660461	0.194658		
-78.559212	-0.123474	-78.559212	27.752806	-54.388863	100					96.673798	0.194733		
-78.545883	-0.122224	-78.545883	27.752998	-54.372208	100					96.687134	0.194807		
-78.532555	-0.124594	-78.532555	27.754652	-54.355545	100					96.700439	0.194882		
-78.519226	-0.126346	-78.519226	27.757011	-54.33889	100					96.713776	0.194957		
-78.505898	-0.127291	-78.505898	27.75963	-54.322227	100					96.727112	0.195031		
-78.492577	-0.129131	-78.492577	27.760735	-54.305573	100					96.740417	0.195106		
-78.479248	-0.132045	-78.479248	27.759848	-54.28891	100					96.753754	0.19518		
-78.465919	-0.131964	-78.465919	27.758354	-54.272255	100					96.76709	0.19518		
-78.452591	-0.129798	-78.452591	27.755259	-54.255592	100					96.780396	0.19518		
-78.43927	-0.128877	-78.43927	27.749819	-54.238937	100					96.793732	0.19518		
-78.425941	-0.130779	-78.425941	27.744476	-54.222275	100					96.807068	0.19518		
-78.412613	-0.132141	-78.412613	27.740889	-54.20562	100					96.820404	0.19518		
-78.399284	-0.130583	-78.399284	27.739038	-54.188957	100					96.83371	0.19518		
-78.385956	-0.132597	-78.385956	27.739252	-54.172302	100					96.847046	0.19518		
-78.372635	-0.136265	-78.372635	27.741217	-54.15564	100					96.860382	0.19518		
-78.359306	-0.136547	-78.359306	27.742813	-54.138985	100					96.873688	0.19518		
-78.345978	-0.134419	-78.345978	27.743767	-54.122322	100					96.887024	0.19518		
-78.332649	-0.132017	-78.332649	27.743862	-54.105667	100					96.90036	0.19518		
-78.319321	-0.132852	-78.319321	27.742363	-54.089005	100					96.913666	0.19518		
-78.306	-0.131553	-78.306	27.740271	-54.072342	100					96.927002	0.19518		
-78.292671	-0.126767	-78.292671	27.738695	-54.055687	100					96.940338	0.19518		
-78.279343	-0.12397	-78.279343	27.73735	-54.039024	100					96.953644	0.19518		
-78.266014	-0.122803	-78.266014	27.736345	-54.022369	100					96.96698	0.19518		
-78.252686	-0.12348	-78.252686	27.735798	-54.005707	100					96.980316	0.19518		
-78.239365	-0.122872	-78.239365	27.735064	-53.989052	100					96.993652	0.19518		
-78.226036	-0.12228	-78.226036	27.735014	-53.972389	100					97.006958	0.19518		
-78.212708	-0.124954	-78.212708	27.736597	-53.955734	100					97.020294	0.19518		
-78.199379	-0.124663	-78.199379	27.7411	-53.939072	100					97.03363	0.195255		
-78.18605	-0.126132	-78.18605	27.747232	-53.922417	100					97.046936	0.195329		
-78.172729	-0.128909	-78.172729	27.752665	-53.905754	100					97.060272	0.195403		
-78.159401	-0.130989	-78.159401	27.757532	-53.889099	100					97.073608	0.195478		
-78.146072	-0.133408	-78.146072	27.760239	-53.872437	100					97.086914	0.195552		
-78.132744	-0.132087	-78.132744	27.758268	-53.855782	100					97.10025	0.195626		
-78.119423	-0.129267	-78.119423	27.753675	-53.839119	100					97.113586	0.195701		
-78.106094	-0.126141	-78.106094	27.749237	-53.822464	100					97.126923	0.195775		
-78.092766	-0.121222	-78.092766	27.747141	-53.805801	100					97.140228	0.195849		
-78.079437	-0.117862	-78.079437	27.748606	-53.789146	100					97.153564	0.195924		
-78.066109	-0.114976	-78.066109	27.749777	-53.772484	100					97.166901	0.195924		
-78.052788	-0.114341	-78.052788	27.749205	-53.755829	100					97.180206	0.195924		
-78.039459	-0.114779	-78.039459	27.747988	-53.739166	100					97.193542	0.195924		
-78.026131	-0.11433	-78.026131	27.746609	-53.722504	100					97.206879	0.195924		
-78.012802	-0.1153	-78.012802	27.745426	-53.705849	100					97.220184	0.195924		
-77.999474	-0.117602	-77.999474	27.745731	-53.689186	100					97.233521	0.195924		
-77.986153	-0.119822	-77.986153	27.746336	-53.672531	100					97.246857	0.195924		
-77.972824	-0.118627	-77.972824	27.745314	-53.655869	100					97.260193	0.195924		
-77.959496	-0.121672	-77.959496	27.744095	-53.639214	100					97.273499	0.195924		
-77.946167	-0.127239	-77.946167	27.744144	-53.622551	100					97.286835	0.195924		
-77.932838	-0.130649	-77.932838	27.744339	-53.605896	100					97.300171	0.195998		
-77.919518	-0.13233	-77.919518	27.744093	-53.589233	100					97.313477	0.196072		
-77.906189	-0.133198	-77.906189	27.743923	-53.572578	100					97.326813	0.196146		
-77.89286	-0.13305	-77.89286	27.744827	-53.555916	100					97.340149	0.19622		
-77.879532	-0.130957	-77.879532	27.746023	-53.539261	100					97.353455	0.196294		
-77.866203	-0.128764	-77.866203	27.747044	-53.522598	100					97.366791	0.196368		
-77.852882	-0.126308	-77.852882	27.747126	-53.505943	100					97.380127	0.196442		
-77.839554	-0.12554	-77.839554	27.746342	-53.489281	100					97.393463	0.196516		
-77.826225	-0.124388	-77.826225	27.744795	-53.472626	100					97.406769	0.19659		
-77.812897	-0.125907	-77.812897	27.742302	-53.455963	100					97.420105	0.196664		
-77.799576	-0.128421	-77.799576	27.739538	-53.439308	100					97.433441	0.196664		
-77.786247	-0.132015	-77.786247	27.737812	-53.422646	100					97.446747	0.196664		
-77.772919	-0.135298	-77.772919	27.738359	-53.405991	100					97.460083	0.196664		
-77.75959	-0.137445	-77.75959	27.740593	-53.389328	100					97.473419	0.196664		
-77.746262	-0.13825	-77.746262	27.744364	-53.372665	100					97.486725	0.196664		
-77.732941	-0.142446	-77.732941	27.746965	-53.35601	100					97.500061	0.196664		
-77.719612	-0.143512	-77.719612	27.746992	-53.339348	100					97.513397	0.196664		
-77.706284	-0.142227	-77.706284	27.746014	-53.322693	100					97.526733	0.196664		
-77.692955	-0.141624	-77.692955	27.744402	-53.30603	100					97.540039	0.196664		
-77.679626	-0.140652	-77.679626	27.742727	-53.289375	100					97.553375	0.196664		
-77.666306	-0.141009	-77.666306	27.740978	-53.272713	100					97.566711	0.196738		
-77.652977	-0.139821	-77.652977	27.738007	-53.256058	100					97.580017	0.196812		
-77.639648	-0.136399	-77.639648	27.73411	-53.239395	100					97.593353	0.196886		
-77.62632	-0.135584	-77.62632	27.732004	-53.22274	100					97.606689	0.19696		
-77.612991	-0.137015	-77.612991	27.731995	-53.206078	100					97.619995	0.197034		
-77.59967	-0.136978	-77.59967	27.731503	-53.189423	100					97.633331	0.197107		
-77.586342	-0.138703	-77.586342	27.730425	-53.17276	100					97.646667	0.197181		
-77.573013	-0.140738	-77.573013	27.730165	-53.156105	100					97.659973	0.197255		
-77.559685	-0.142082	-77.559685	27.730434	-53.139442	100					97.673309	0.197329		
-77.546356	-0.142721	-77.546356	27.730116	-53.122787	100					97.686646	0.197403		
-77.533035	-0.142358	-77.533035	27.729616	-53.106125	100					97.699982	0.197403		
-77.519707	-0.142919	-77.519707	27.72839	-53.08947	100					97.713287	0.197403		
-77.506378	-0.143694	-77.506378	27.727037	-53.072807	100					97.726624	0.197403		
-77.49305	-0.143275	-77.49305	27.727198	-53.056152	100					97.73996	0.197403		
-77.479729	-0.139581	-77.479729	27.728975	-53.03949	100					97.753265	0.197403		
-77.4664	-0.136204	-77.4664	27.731306	-53.022827	100					97.766602	0.197403		
-77.453072	-0.133217	-77.453072	27.733122	-53.006172	100					97.779938	0.197403		
-77.439743	-0.129668	-77.439743	27.734158	-52.98951	100					97.793243	0.197403		
-77.426414	-0.126801	-77.426414	27.735579	-52.972855	100					97.80658	0.197403		
-77.413094	-0.12461	-77.413094	27.738049	-52.956192	100					97.819916	0.197403		
-77.399765	-0.124502	-77.399765	27.740091	-52.939537	100					97.833252	0.197476		
-77.386436	-0.124987	-77.386436	27.741312	-52.922874	100					97.846558	0.19755		
-77.373108	-0.125087	-77.373108	27.742014	-52.906219	100					97.859894	0.197623		
-77.359779	-0.124692	-77.359779	27.742483	-52.889557	100					97.87323	0.197697		
-77.346458	-0.124754	-77.346458	27.743551	-52.872902	100					97.886536	0.197771		
-77.33313	-0.123534	-77.33313	27.745766	-52.856239	100					97.899872	0.197844		
-77.319801	-0.120566	-77.319801	27.748055	-52.839584	100					97.913208	0.197918		
-77.306473	-0.119959	-77.306473	27.749891	-52.822922	100					97.926514	0.197991		
-77.293144	-0.120365	-77.293144	27.751017	-52.806267	100					97.93985	0.198065		
-77.279823	-0.120357	-77.279823	27.750147	-52.789604	100					97.953186	0.198139		
-77.266495	-0.118777	-77.266495	27.747755	-52.772949	100					97.966522	0.198139		
-77.253166	-0.121225	-77.253166	27.745419	-52.756287	100					97.979828	0.198139		
-77.239838	-0.123707	-77.239838	27.744198	-52.739632	100					97.993164	0.198139		
-77.226509	-0.123757	-77.226509	27.743525	-52.722969	100					98.0065	0.198139		
-77.213188	-0.123499	-77.213188	27.74334	-52.706314	100					98.019806	0.198139		
-77.19986	-0.124708	-77.19986	27.744678	-52.689651	100					98.033142	0.198139		
-77.186531	-0.12395	-77.186531	27.747145	-52.672989	100					98.046478	0.198139		
-77.173203	-0.120465	-77.173203	27.748934	-52.656334	100					98.059784	0.198139		
-77.159882	-0.116752	-77.159882	27.749737	-52.639671	100					98.07312	0.198139		
-77.146553	-0.116577	-77.146553	27.750141	-52.623016	100					98.086456	0.198139		
-77.133224	-0.116177	-77.133224	27.750675	-52.606354	100					98.099792	0.198139		
-77.119896	-0.116569	-77.119896	27.752005	-52.589699	100					98.113098	0.198139		
-77.106567	-0.116423	-77.106567	27.753962	-52.573036	100					98.126434	0.198139		
-77.093246	-0.118016	-77.093246	27.755589	-52.556381	100					98.139771	0.198139		
-77.079918	-0.118329	-77.079918	27.756151	-52.539719	100					98.153076	0.198139		
-77.066589	-0.117553	-77.066589	27.756836	-52.523064	100					98.166412	0.198139		
-77.053261	-0.115701	-77.053261	27.757231	-52.506401	100					98.179749	0.198139		
-77.039932	-0.116154	-77.039932	27.757572	-52.489746	100					98.193054	0.198139		
-77.026611	-0.115348	-77.026611	27.75827	-52.473083	100					98.20639	0.198139		
-77.013283	-0.117078	-77.013283	27.758608	-52.456429	100					98.219727	0.198139		
-76.999954	-0.119981	-76.999954	27.75864	-52.439766	100					98.233032	0.198212		
-76.986626	-0.122551	-76.986626	27.758715	-52.423111	100					98.246368	0.198285		
-76.973297	-0.123305	-76.973297	27.759716	-52.406448	100					98.259705	0.198358		
-76.959976	-0.124958	-76.959976	27.762793	-52.389793	100					98.273041	0.198432		
-76.946648	-0.125091	-76.946648	27.767309	-52.373131	100					98.286346	0.198505		
-76.933319	-0.124737	-76.933319	27.771833	-52.356476	100					98.299683	0.198578		
-76.919991	-0.124688	-76.919991	27.775818	-52.339813	100					98.313019	0.198652		
-76.906662	-0.124571	-76.906662	27.779003	-52.323151	100					98.326324	0.198725		
-76.893341	-0.123071	-76.893341	27.781416	-52.306496	100					98.339661	0.198798		
-76.880013	-0.122064	-76.880013	27.781441	-52.289833	100					98.352997	0.198872		
-76.866684	-0.123212	-76.866684	27.778816	-52.273178	100					98.366302	0.198872		
-76.853355	-0.123615	-76.853355	27.77553	-52.256516	100					98.379639	0.198872		
-76.840034	-0.121724	-76.840034	27.772675	-52.239861	100					98.392975	0.198872		
-76.826706	-0.118995	-76.826706	27.770882	-52.223198	100					98.406311	0.198872		
-76.813377	-0.120378	-76.813377	27.769709	-52.206543	100					98.419617	0.198872		
-76.800049	-0.121832	-76.800049	27.768412	-52.18988	100					98.432953	0.198872		
-76.78672	-0.123318	-76.78672	27.767248	-52.173225	100					98.446289	0.198872		
-76.773399	-0.124564	-76.773399	27.766357	-52.156563	100					98.459595	0.198872		
-76.760071	-0.125809	-76.760071	27.765137	-52.139908	100					98.472931	0.198872		
-76.746742	-0.125856	-76.746742	27.764008	-52.123245	100					98.486267	0.198872		
-76.733414	-0.125449	-76.733414	27.763344	-52.10659	100					98.499573	0.198945		
-76.720085	-0.124215	-76.720085	27.763578	-52.089928	100					98.512909	0.199018		
-76.706764	-0.123576	-76.706764	27.765417	-52.073273	100					98.526245	0.199091		
-76.693436	-0.122171	-76.693436	27.767918	-52.05661	100					98.539581	0.199164		
-76.680107	-0.120936	-76.680107	27.770845	-52.039955	100					98.552887	0.199237		
-76.666779	-0.119685	-76.666779	27.774954	-52.023293	100					98.566223	0.19931		
-76.65345	-0.120505	-76.65345	27.778824	-52.006638	100					98.579559	0.199383		
-76.640129	-0.121268	-76.640129	27.781116	-51.989975	100					98.592865	0.199456		
-76.626801	-0.119861	-76.626801	27.782753	-51.973312	100					98.606201	0.199529		
-76.613472	-0.11744	-76.613472	27.784491	-51.956657	100					98.619537	0.199602		
-76.600143	-0.117509	-76.600143	27.785635	-51.939995	100					98.632843	0.199602		
-76.586815	-0.116466	-76.586815	27.78532	-51.92334	100					98.646179	0.199602		
-76.573494	-0.116185	-76.573494	27.782946	-51.906677	100					98.659515	0.199602		
-76.560165	-0.114704	-76.560165	27.779669	-51.890022	100					98.672852	0.199602		
-76.546837	-0.113485	-76.546837	27.776653	-51.87336	100					98.686157	0.199602		
-76.533508	-0.114174	-76.533508	27.774158	-51.856705	100					98.699493	0.199602		
-76.520187	-0.116254	-76.520187	27.772766	-51.840042	100					98.71283	0.199602		
-76.506859	-0.117266	-76.506859	27.772202	-51.823387	100					98.726135	0.199602		
-76.49353	-0.117917	-76.49353	27.771332	-51.806725	100					98.739471	0.199602		
-76.480202	-0.117457	-76.480202	27.770168	-51.79007	100					98.752808	0.199602		
-76.466873	-0.117118	-76.466873	27.769352	-51.773407	100					98.766113	0.199675		
-76.453552	-0.117637	-76.453552	27.769411	-51.756752	100					98.779449	0.199748		
-76.440224	-0.115706	-76.440224	27.770443	-51.740089	100					98.792786	0.199821		
-76.426895	-0.115949	-76.426895	27.772535	-51.723434	100					98.806122	0.199894		
-76.413567	-0.113049	-76.413567	27.773703	-51.706772	100					98.819427	0.199966		
-76.400238	-0.111341	-76.400238	27.7729	-51.690117	100					98.832764	0.200039		
-76.386917	-0.113872	-76.386917	27.772758	-51.673454	100					98.8461	0.200112		
-76.373589	-0.11517	-76.373589	27.773224	-51.656799	100					98.859406	0.200185		
-76.36026	-0.116632	-76.36026	27.773413	-51.640137	100					98.872742	0.200258		
-76.346931	-0.11685	-76.346931	27.774406	-51.623474	100					98.886078	0.200331		
-76.333603	-0.119691	-76.333603	27.776825	-51.606819	100					98.899384	0.200331		
-76.320282	-0.122587	-76.320282	27.779974	-51.590157	100					98.91272	0.200331		
-76.306953	-0.1216	-76.306953	27.782776	-51.573502	100					98.926056	0.200331		
-76.293625	-0.120405	-76.293625	27.784866	-51.556839	100					98.939362	0.200331		
-76.280296	-0.120503	-76.280296	27.784992	-51.540184	100					98.952698	0.200331		
-76.266968	-0.119352	-76.266968	27.782564	-51.523521	100					98.966034	0.200331		
-76.253647	-0.118715	-76.253647	27.779799	-51.506866	100					98.97937	0.200331		
-76.240318	-0.118748	-76.240318	27.777475	-51.490204	100					98.992676	0.200331		
-76.22699	-0.118977	-76.22699	27.774708	-51.473549	100					99.006012	0.200331		
-76.213661	-0.11734	-76.213661	27.7712	-51.456886	100					99.019348	0.200331		
-76.20034	-0.117646	-76.20034	27.767815	-51.440231	100					99.032654	0.200403		
-76.187012	-0.121304	-76.187012	27.765169	-51.423569	100					99.04599	0.200476		
-76.173683	-0.122371	-76.173683	27.763735	-51.406914	100					99.059326	0.200548		
-76.160355	-0.125461	-76.160355	27.764246	-51.390251	100					99.072632	0.200621		
-76.147026	-0.127546	-76.147026	27.766069	-51.373596	100					99.085968	0.200693		
-76.133705	-0.128963	-76.133705	27.768549	-51.356934	100					99.099304	0.200766		
-76.120377	-0.130493	-76.120377	27.771103	-51.340279	100					99.11264	0.200838		
-76.107048	-0.127373	-76.107048	27.773272	-51.323616	100					99.125946	0.200911		
-76.093719	-0.126949	-76.093719	27.775223	-51.306961	100					99.139282	0.200984		
-76.080391	-0.126838	-76.080391	27.775423	-51.290298	100					99.152618	0.201056		
-76.06707	-0.124178	-76.06707	27.77359	-51.273636	100					99.165924	0.201056		
-76.053741	-0.122663	-76.053741	27.770821	-51.256981	100					99.17926	0.201056		
-76.040413	-0.122643	-76.040413	27.767769	-51.240318	100					99.192596	0.201056		
-76.027084	-0.123897	-76.027084	27.76507	-51.223663	100					99.205902	0.201056		
-76.013756	-0.123755	-76.013756	27.763388	-51.207001	100					99.219238	0.201056		
-76.000435	-0.120663	-76.000435	27.762859	-51.190346	100					99.232574	0.201056		
-75.987106	-0.119711	-75.987106	27.763084	-51.173683	100					99.245911	0.201056		
-75.973778	-0.123335	-75.973778	27.763844	-51.157028	100					99.259216	0.201056		
-75.960449	-0.126305	-75.960449	27.765173	-51.140366	100					99.272552	0.201056		
-75.947121	-0.126472	-75.947121	27.7665	-51.123711	100					99.285889	0.201056		
-75.9338	-0.126966	-75.9338	27.767609	-51.107048	100					99.299194	0.201056		
-75.920471	-0.132132	-75.920471	27.770023	-51.090393	100					99.312531	0.201056		
-75.907143	-0.136425	-75.907143	27.77281	-51.07373	100					99.325867	0.201056		
-75.893814	-0.13526	-75.893814	27.773205	-51.057076	100					99.339172	0.201056		
-75.880493	-0.133173	-75.880493	27.771919	-51.040413	100					99.352509	0.201056		
-75.867165	-0.132349	-75.867165	27.769806	-51.023758	100					99.365845	0.201056		
-75.853836	-0.132461	-75.853836	27.766897	-51.007095	100					99.379181	0.201056		
-75.840508	-0.130675	-75.840508	27.763269	-50.99044	100					99.392487	0.201056		
-75.827179	-0.128686	-75.827179	27.759966	-50.973778	100					99.405823	0.201056		
-75.813858	-0.128694	-75.813858	27.757338	-50.957123	100					99.419159	0.201056		
-75.800529	-0.12555	-75.800529	27.754822	-50.94046	100					99.432465	0.201128		
-75.787201	-0.122763	-75.787201	27.752504	-50.923798	100					99.445801	0.201201		
-75.773872	-0.120614	-75.773872	27.750481	-50.907143	100					99.459137	0.201273		
-75.760544	-0.119113	-75.760544	27.748808	-50.89048	100					99.472443	0.201345		
-75.747223	-0.119379	-75.747223	27.74733	-50.873825	100					99.485779	0.201418		
-75.733894	-0.117827	-75.733894	27.745628	-50.857162	100					99.499115	0.20149		
-75.720566	-0.119364	-75.720566	27.743685	-50.840508	100					99.512421	0.201562		
-75.707237	-0.122602	-75.707237	27.742231	-50.823845	100					99.525757	0.201635		
-75.693909	-0.122788	-75.693909	27.742519	-50.80719	100					99.539093	0.201707		
-75.680588	-0.12221	-75.680588	27.743938	-50.790527	100					99.552429	0.201779		
-75.667259	-0.122227	-75.667259	27.745342	-50.773872	100					99.565735	0.201779		
-75.653931	-0.124431	-75.653931	27.74752	-50.75721	100					99.579071	0.201779		
-75.640602	-0.12551	-75.640602	27.750277	-50.740555	100					99.592407	0.201779		
-75.627274	-0.124527	-75.627274	27.751726	-50.723892	100					99.605713	0.201779		
-75.613953	-0.124686	-75.613953	27.751602	-50.707237	100					99.619049	0.201779		
-75.600624	-0.125398	-75.600624	27.750929	-50.690575	100					99.632385	0.201779		
-75.587296	-0.126805	-75.587296	27.749767	-50.67392	100					99.645691	0.201779		
-75.573967	-0.12659	-75.573967	27.749685	-50.657257	100					99.659027	0.201779		
-75.560646	-0.127672	-75.560646	27.75074	-50.640602	100					99.672363	0.201779		
-75.547318	-0.129713	-75.547318	27.752003	-50.62394	100					99.685699	0.201779		
-75.533989	-0.131589	-75.533989	27.754684	-50.607285	100					99.699005	0.201851		
-75.52066	-0.133275	-75.52066	27.758335	-50.590622	100					99.712341	0.201923		
-75.507332	-0.133417	-75.507332	27.761269	-50.573959	100					99.725677	0.201995		
-75.494011	-0.132206	-75.494011	27.762518	-50.557304	100					99.738983	0.202067		
-75.480682	-0.131272	-75.480682	27.761438	-50.540642	100					99.752319	0.202139		
-75.467354	-0.12886	-75.467354	27.758549	-50.523987	100					99.765656	0.202211		
-75.454025	-0.127973	-75.454025	27.755356	-50.507324	100					99.778961	0.202283		
-75.440697	-0.128145	-75.440697	27.752094	-50.490669	100					99.792297	0.202356		
-75.427376	-0.12695	-75.427376	27.748489	-50.474007	100					99.805634	0.202428		
-75.414047	-0.126418	-75.414047	27.74538	-50.457352	100					99.81897	0.2025		
-75.400719	-0.127184	-75.400719	27.742691	-50.440689	100					99.832275	0.2025		
