Chrom.1				
UV				
ml	mAU			
144.933823	32.36665			
144.947159	32.235844			
144.96048	32.104912			
144.973816	31.974112			
144.987137	31.840622			
145.000458	31.710228			
145.013794	31.580276			
145.027115	31.449028			
145.040436	31.317175			
145.053772	31.186918			
145.067093	31.058163			
145.080414	30.929323			
145.09375	30.801594			
145.107071	30.674988			
145.120392	30.548901			
145.133728	30.425051			
145.147049	30.300739			
145.16037	30.177031			
145.173706	30.0534			
145.187027	29.929893			
145.200363	29.805065			
145.213684	29.677668			
145.227005	29.551699			
145.240341	29.428381			
145.253662	29.304092			
145.266983	29.181519			
145.280319	29.059954			
145.29364	28.940025			
145.306961	28.82004			
145.320297	28.696377			
145.333618	28.576532			
145.346939	28.458361			
145.360275	28.338961			
145.373596	28.220772			
145.386917	28.102592			
145.400253	27.987394			
145.413574	27.868994			
145.42691	27.750174			
145.440231	27.633591			
145.453552	27.515783			
145.466888	27.398327			
145.480209	27.282303			
145.49353	27.16662			
145.506866	27.052721			
145.520187	26.938906			
145.533508	26.823149			
145.546844	26.708065			
145.560165	26.593689			
145.573486	26.479298			
145.586823	26.365009			
145.600143	26.25215			
145.613464	26.13669			
145.626801	26.02364			
145.640121	25.91284			
145.653458	25.799917			
145.666779	25.68754			
145.680099	25.575413			
145.693436	25.464409			
145.706757	25.354916			
145.720078	25.246399			
145.733414	25.137449			
145.746735	25.027216			
145.760056	24.919586			
145.773392	24.81386			
145.786713	24.708418			
145.800034	24.601946			
145.81337	24.496605			
145.826691	24.393518			
145.840012	24.289606			
145.853348	24.185144			
145.866669	24.080456			
145.87999	23.977722			
145.893326	23.875853			
145.906647	23.77235			
145.919983	23.667486			
145.933304	23.564245			
145.946625	23.459578			
145.959961	23.355356			
145.973282	23.251534			
145.986603	23.14813			
145.999939	23.046436			
146.01326	22.947796			
146.026581	22.847876			
146.039917	22.749222			
146.053238	22.6534			
146.066559	22.555609			
146.079895	22.457159			
146.093216	22.358332			
146.106537	22.260529			
146.119873	22.160412			
146.133194	22.060833			
146.14653	21.962078			
146.159851	21.866039			
146.173172	21.769094			
146.186508	21.671465			
146.199829	21.577011			
146.21315	21.483297			
146.226486	21.390099			
146.239807	21.294273			
146.253128	21.197554			
146.266464	21.104647			
146.279785	21.012861			
146.293106	20.919176			
146.306442	20.822882			
146.319763	20.728518			
146.333084	20.636696			
146.34642	20.544449			
146.359741	20.453821			
146.373077	20.363174			
146.386398	20.273415			
146.399719	20.18428			
146.413055	20.096792			
146.426376	20.007114			
146.439697	19.914736			
146.453033	19.824516			
146.466354	19.735426			
146.479675	19.646631			
146.493011	19.557823			
146.506332	19.47261			
146.519653	19.385216			
146.53299	19.297159			
146.54631	19.210892			
146.559631	19.125036			
146.572968	19.038521			
146.586288	18.950377			
146.599625	18.86377			
146.612946	18.778734			
146.626266	18.692562			
146.639603	18.607481			
146.652924	18.523109			
146.666245	18.440001			
146.679581	18.355684			
146.692902	18.272243			
146.706223	18.188929			
146.719559	18.104532			
146.73288	18.019535			
146.746201	17.937382			
146.759537	17.85561			
146.772858	17.776972			
146.786179	17.697506			
146.799515	17.618292			
146.812836	17.542393			
146.826172	17.465584			
146.839493	17.386408			
146.852814	17.306448			
146.86615	17.228266			
146.879471	17.150209			
146.892792	17.071419			
146.906128	16.995436			
146.919449	16.91888			
146.93277	16.842499			
146.946106	16.766283			
146.959427	16.690538			
146.972748	16.618025			
146.986084	16.54166			
146.999405	16.46549			
147.012726	16.390144			
147.026062	16.31505			
147.039383	16.241611			
147.052719	16.16889			
147.06604	16.096745			
147.079361	16.022982			
147.092697	15.952806			
147.106018	15.88214			
147.119339	15.809591			
147.132675	15.732935			
147.145996	15.657245			
147.159317	15.584381			
147.172653	15.513253			
147.185974	15.44091			
147.199295	15.368171			
147.212631	15.298537			
147.225952	15.228527			
147.239273	15.15891			
147.252609	15.087475			
147.26593	15.016544			
147.279266	14.949439			
147.292587	14.882385			
147.305908	14.816662			
147.319244	14.750018			
147.332565	14.683918			
147.345886	14.617313			
147.359222	14.549274			
147.372543	14.482151			
147.385864	14.414809			
147.3992	14.345787			
147.412521	14.279202			
147.425842	14.213817			
147.439178	14.148404			
147.452499	14.083125			
147.46582	14.020105			
147.479156	13.957335			
147.492477	13.895911			
147.505798	13.832762			
147.519135	13.767881			
147.532455	13.70226			
147.545792	13.637591			
147.559113	13.572202			
147.572433	13.50981			
147.58577	13.447547			
147.599091	13.385922			
147.612411	13.326632			
147.625748	13.26724			
147.639069	13.20857			
147.65239	13.148188			
147.665726	13.087506			
147.679047	13.03017			
147.692368	12.971172			
147.705704	12.911878			
147.719025	12.849784			
147.732346	12.789054			
147.745682	12.730208			
147.759003	12.670482			
147.772339	12.609836			
147.78566	12.550161			
147.798981	12.49404			
147.812317	12.438624			
147.825638	12.382357			
147.838959	12.326281			
147.852295	12.269057			
147.865616	12.212008			
147.878937	12.154933			
147.892273	12.095026			
147.905594	12.033872			
147.918915	11.974813			
147.932251	11.917619			
147.945572	11.862662			
147.958893	11.806622			
147.972229	11.753288			
147.98555	11.702951			
147.998886	11.649849			
148.012207	11.597996			
148.025528	11.545283			
148.038864	11.493533			
148.052185	11.442156			
148.065506	11.387435			
148.078842	11.334584			
148.092163	11.280715			
148.105484	11.226503			
148.11882	11.171712			
148.132141	11.116528			
148.145462	11.060904			
148.158798	11.008491			
148.172119	10.956959			
148.18544	10.904466			
148.198776	10.854261			
148.212097	10.804645			
148.225433	10.755188			
148.238754	10.705113			
148.252075	10.657122			
148.265411	10.606572			
148.278732	10.554701			
148.292053	10.503708			
148.305389	10.454261			
148.31871	10.406248			
148.332031	10.354104			
148.345367	10.306211			
148.358688	10.259337			
148.372009	10.213756			
148.385345	10.165746			
148.398666	10.117855			
148.411987	10.072138			
148.425323	10.023964			
148.438644	9.976714			
148.451981	9.929589			
148.465302	9.882203			
148.478622	9.837699			
148.491959	9.793712			
148.50528	9.750738			
148.5186	9.70813			
148.531937	9.662975			
148.545258	9.618882			
148.558578	9.572513			
148.571915	9.528142			
148.585236	9.478995			
148.598557	9.43323			
148.611893	9.389188			
148.625214	9.344097			
148.638535	9.301003			
148.651871	9.257033			
148.665192	9.215568			
148.678528	9.17397			
148.691849	9.13168			
148.70517	9.087214			
148.718506	9.043246			
148.731827	8.999366			
148.745148	8.957004			
148.758484	8.915286			
148.771805	8.871736			
148.785126	8.829937			
148.798462	8.790223			
148.811783	8.751459			
148.825104	8.710651			
148.83844	8.669838			
148.851761	8.628214			
148.865082	8.589389			
148.878418	8.551093			
148.891739	8.511262			
148.905075	8.470205			
148.918396	8.430258			
148.931717	8.389122			
148.945053	8.349344			
148.958374	8.311614			
148.971695	8.272191			
148.985031	8.234334			
148.998352	8.196637			
149.011673	8.159509			
149.025009	8.123581			
149.03833	8.086086			
149.051651	8.045984			
149.064987	8.007931			
149.078308	7.971667			
149.091629	7.935564			
149.104965	7.899731			
149.118286	7.86374			
149.131607	7.830403			
149.144943	7.795744			
149.158264	7.759044			
149.1716	7.721891			
149.184921	7.68708			
149.198242	7.651202			
149.211578	7.614742			
149.224899	7.577171			
149.23822	7.540561			
149.251556	7.504293			
149.264877	7.468259			
149.278198	7.431515			
149.291534	7.396001			
149.304855	7.361148			
149.318176	7.329532			
149.331512	7.295053			
149.344833	7.260312			
149.358154	7.22727			
149.37149	7.194221			
149.384811	7.162885			
149.398148	7.129755			
149.411469	7.09499			
149.424789	7.061839			
149.438126	7.025004			
149.451447	6.990006			
149.464767	6.956496			
149.478104	6.923455			
149.491425	6.891208			
149.504745	6.861491			
149.518082	6.833667			
149.531403	6.804843			
149.544724	6.774693			
149.55806	6.743649			
149.571381	6.714451			
149.584702	6.681529			
149.598038	6.647474			
149.611359	6.614131			
149.624695	6.584927			
149.638016	6.553411			
149.651337	6.521114			
149.664673	6.489666			
149.677994	6.459821			
149.691315	6.430974			
149.704651	6.403968			
149.717972	6.376508			
149.731293	6.347683			
149.744629	6.321235			
149.75795	6.295546			
149.771271	6.267334			
149.784607	6.237732			
149.797928	6.207961			
149.811249	6.17807			
149.824585	6.148825			
149.837906	6.119771			
149.851242	6.092984			
149.864563	6.065523			
149.877884	6.037613			
149.89122	6.009647			
149.904541	5.986674			
149.917862	5.961487			
149.931198	5.935824			
149.944519	5.910192			
149.95784	5.886532			
149.971176	5.862272			
149.984497	5.833994			
149.997818	5.80533			
150.011154	5.776523			
150.024475	5.748487			
150.037796	5.720978			
150.051132	5.69626			
150.064453	5.671778			
150.077789	5.648508			
150.09111	5.624194			
150.104431	5.600029			
150.117767	5.574414			
150.131088	5.546017			
150.144409	5.518193			
150.157745	5.493436			
150.171066	5.470319			
150.184387	5.446446			
150.197723	5.425287			
150.211044	5.403081			
150.224365	5.381798			
150.237701	5.357542			
150.251022	5.330844			
150.264343	5.307706			
150.277679	5.286316			
150.291	5.262426			
150.304337	5.239673			
150.317657	5.216578			
150.330978	5.19482			
150.344315	5.171486			
150.357635	5.146336			
150.370956	5.1222			
150.384293	5.099052			
150.397614	5.075595			
150.410934	5.053293			
150.424271	5.030124			
150.437592	5.009291			
150.450912	4.987298			
150.464249	4.964293			
150.47757	4.941326			
150.490891	4.919439			
150.504227	4.900681			
150.517548	4.877196			
150.530884	4.857097			
150.544205	4.840891			
150.557526	4.822289			
150.570862	4.805812			
150.584183	4.78737			
150.597504	4.769611			
150.61084	4.75262			
150.624161	4.730921			
150.637482	4.710149			
150.650818	4.687782			
150.664139	4.668536			
150.67746	4.647656			
150.690796	4.62727			
150.704117	4.608114			
150.717438	4.590335			
150.730774	4.572943			
150.744095	4.553641			
150.757431	4.534995			
150.770752	4.517723			
150.784073	4.499613			
150.797409	4.481173			
150.81073	4.460897			
150.824051	4.443606			
150.837387	4.426689			
150.850708	4.408876			
150.864029	4.391637			
150.877365	4.374645			
150.890686	4.357918			
150.904007	4.336887			
150.917343	4.31985			
150.930664	4.301211			
150.943985	4.27968			
150.957321	4.259617			
150.970642	4.243088			
150.983963	4.224997			
150.997299	4.207194			
151.01062	4.188626			
151.023956	4.172654			
151.037277	4.156778			
151.050598	4.142622			
151.063934	4.128666			
151.077255	4.112578			
151.090576	4.097506			
151.103912	4.080349			
151.117233	4.06498			
151.130554	4.0473			
151.14389	4.024501			
151.157211	4.004735			
151.170532	3.987949			
151.183868	3.971508			
151.197189	3.95487			
151.21051	3.939801			
151.223846	3.927265			
151.237167	3.914059			
151.250504	3.899964			
151.263824	3.885267			
151.277145	3.869212			
151.290482	3.850343			
151.303802	3.834041			
151.317123	3.819909			
151.33046	3.805646			
151.343781	3.791283			
151.357101	3.778124			
151.370438	3.765341			
151.383759	3.7534			
151.397079	3.737664			
151.410416	3.723093			
151.423737	3.707768			
151.437057	3.692249			
151.450394	3.67969			
151.463715	3.662437			
151.477051	3.645341			
151.490372	3.630736			
151.503693	3.61628			
151.517029	3.601093			
151.53035	3.584345			
151.543671	3.57211			
151.557007	3.561368			
151.570328	3.549375			
151.583649	3.538614			
151.596985	3.527834			
151.610306	3.517188			
151.623627	3.504818			
151.636963	3.488676			
151.650284	3.474597			
151.663605	3.459817			
151.676941	3.444008			
151.690262	3.429616			
151.703598	3.416887			
151.716919	3.40529			
151.73024	3.393605			
151.743576	3.380731			
151.756897	3.368443			
151.770218	3.354185			
151.783554	3.340426			
151.796875	3.326264			
151.810196	3.313691			
151.823532	3.301246			
151.836853	3.28857			
151.850174	3.27903			
151.86351	3.267517			
151.876831	3.25533			
151.890152	3.240287			
151.903488	3.225523			
151.916809	3.21169			
151.930145	3.200356			
151.943466	3.186508			
151.956787	3.171508			
151.970123	3.162375			
151.983444	3.155431			
151.996765	3.146809			
152.010101	3.13295			
152.023422	3.122588			
152.036743	3.109822			
152.050079	3.100478			
152.0634	3.088653			
152.076721	3.072292			
152.090057	3.063584			
152.103378	3.055546			
152.116699	3.044771			
152.130035	3.03339			
152.143356	3.020103			
152.156693	3.01035			
152.170013	3.000374			
152.183334	2.985907			
152.196671	2.973606			
152.209991	2.962473			
152.223312	2.955255			
152.236649	2.94712			
152.249969	2.936934			
152.26329	2.926462			
152.276627	2.917029			
152.289948	2.906805			
152.303268	2.896437			
152.316605	2.883207			
152.329926	2.872153			
152.343246	2.861012			
152.356583	2.849714			
152.369904	2.84112			
152.38324	2.83022			
152.396561	2.817569			
152.409882	2.807527			
152.423218	2.799752			
152.436539	2.791891			
152.44986	2.782225			
152.463196	2.773073			
152.476517	2.766815			
152.489838	2.758632			
152.503174	2.749808			
152.516495	2.741854			
152.529816	2.734756			
152.543152	2.729297			
152.556473	2.721843			
152.569794	2.714102			
152.58313	2.705305			
152.596451	2.698753			
152.609772	2.691095			
152.623108	2.680706			
152.636429	2.672599			
152.649765	2.661121			
152.663086	2.651745			
152.676407	2.643482			
152.689743	2.632586			
152.703064	2.626536			
152.716385	2.617416			
152.729721	2.610704			
152.743042	2.606565			
152.756363	2.599968			
152.769699	2.593908			
152.78302	2.585432			
152.796341	2.580193			
152.809677	2.573833			
152.822998	2.564732			
152.836319	2.555041			
152.849655	2.547761			
152.862976	2.539579			
152.876312	2.527166			
152.889633	2.520478			
152.902954	2.514123			
152.91629	2.507916			
152.929611	2.498514			
152.942932	2.488793			
152.956268	2.482811			
152.969589	2.475548			
152.98291	2.469078			
152.996246	2.461814			
153.009567	2.456534			
153.022888	2.450248			
153.036224	2.44623			
153.049545	2.437299			
153.062866	2.429877			
153.076202	2.423825			
153.089523	2.41559			
153.102859	2.407765			
153.11618	2.400949			
153.129501	2.393862			
153.142838	2.388274			
153.156158	2.380158			
153.169479	2.37188			
153.182816	2.367488			
153.196136	2.359973			
153.209457	2.351556			
153.222794	2.3448			
153.236115	2.340999			
153.249435	2.335815			
153.262772	2.328294			
153.276093	2.322851			
153.289413	2.317486			
153.30275	2.310019			
153.316071	2.303771			
153.329407	2.296205			
153.342728	2.290821			
153.356049	2.283707			
153.369385	2.278898			
153.382706	2.273797			
153.396027	2.266246			
153.409363	2.261657			
153.422684	2.254868			
153.436005	2.24983			
153.449341	2.243414			
153.462662	2.237593			
153.475983	2.231221			
153.489319	2.22367			
153.50264	2.216661			
153.515961	2.209918			
153.529297	2.201601			
153.542618	2.194689			
153.555954	2.189136			
153.569275	2.184288			
153.582596	2.179022			
153.595932	2.174631			
153.609253	2.174037			
153.622574	2.168783			
153.63591	2.163501			
153.649231	2.159341			
153.662552	2.153027			
153.675888	2.147075			
153.689209	2.1429			
153.70253	2.139415			
153.715866	2.134299			
153.729187	2.129186			
153.742508	2.126597			
153.755844	2.120279			
153.769165	2.112843			
153.782501	2.106371			
153.795822	2.099973			
153.809143	2.095006			
153.822479	2.089121			
153.8358	2.08219			
153.849121	2.077716			
153.862457	2.070967			
153.875778	2.065768			
153.889099	2.058507			
153.902435	2.056377			
153.915756	2.052806			
153.929077	2.051836			
153.942413	2.045841			
153.955734	2.046634			
153.969055	2.040623			
153.982391	2.035526			
153.995712	2.02921			
154.009048	2.02446			
154.022369	2.018951			
154.03569	2.012363			
154.049026	2.009574			
154.062347	2.004333			
154.075668	2.001443			
154.089005	1.99805			
154.102325	1.99549			
154.115646	1.992937			
154.128983	1.988832			
154.142303	1.985845			
154.155624	1.981242			
154.168961	1.976064			
154.182281	1.970452			
154.195602	1.967109			
154.208939	1.96114			
154.22226	1.954737			
154.23558	1.949721			
154.248917	1.943867			
154.262238	1.942543			
154.275574	1.938313			
154.288895	1.935794			
154.302216	1.931525			
154.315552	1.928207			
154.328873	1.923996			
154.342194	1.921256			
154.35553	1.917539			
154.368851	1.910026			
154.382172	1.908483			
154.395508	1.905658			
154.408829	1.900271			
154.42215	1.896917			
154.435486	1.893645			
154.448807	1.89046			
154.462128	1.888897			
154.475464	1.88611			
154.488785	1.885381			
154.502121	1.883139			
154.515442	1.880651			
154.528763	1.880018			
154.542099	1.872417			
154.55542	1.866232			
154.568741	1.859876			
154.582077	1.854008			
154.595398	1.84868			
154.608719	1.842723			
154.622055	1.839857			
154.635376	1.836352			
154.648697	1.834179			
154.662033	1.833218			
154.675354	1.828817			
154.688675	1.823582			
154.702011	1.821552			
154.715332	1.819883			
154.728668	1.813895			
154.741989	1.808481			
154.75531	1.799986			
154.768646	1.796358			
154.781967	1.791015			
154.795288	1.785687			
154.808624	1.786245			
154.821945	1.784886			
154.835266	1.782927			
154.848602	1.784366			
154.861923	1.779726			
154.875244	1.775503			
154.88858	1.771201			
154.901901	1.765221			
154.915222	1.764839			
154.928558	1.761938			
154.941879	1.763988			
154.955215	1.763352			
154.968536	1.76035			
154.981857	1.75919			
154.995193	1.755699			
155.008514	1.753048			
155.021835	1.747594			
155.035172	1.74302			
155.048492	1.739279			
155.061813	1.737584			
155.07515	1.733487			
155.08847	1.729034			
155.101791	1.723936			
155.115128	1.722417			
155.128448	1.718779			
155.141769	1.714198			
155.155106	1.711989			
155.168427	1.708616			
155.181763	1.706953			
155.195084	1.705304			
155.208405	1.703581			
155.221741	1.702249			
155.235062	1.699224			
155.248383	1.697289			
155.261719	1.696014			
155.27504	1.693016			
155.288361	1.691139			
155.301697	1.689182			
155.315018	1.683979			
155.328339	1.67811			
155.341675	1.671656			
155.354996	1.668627			
155.368317	1.668421			
155.381653	1.664906			
155.394974	1.661424			
155.40831	1.660034			
155.421631	1.66013			
155.434952	1.657165			
155.448288	1.652302			
155.461609	1.646656			
155.47493	1.643881			
155.488266	1.642864			
155.501587	1.639916			
155.514908	1.634209			
155.528244	1.632428			
155.541565	1.633559			
155.554886	1.629466			
155.568222	1.626448			
155.581543	1.623322			
155.594864	1.61818			
155.6082	1.616528			
155.621521	1.611918			
155.634857	1.608002			
155.648178	1.603727			
155.661499	1.602948			
155.674835	1.600216			
155.688156	1.598514			
155.701477	1.598973			
155.714813	1.602864			
155.728134	1.607138			
155.741455	1.608297			
155.754791	1.610518			
155.768112	1.609274			
155.781433	1.608697			
155.794769	1.606623			
155.80809	1.603478			
155.821411	1.601251			
155.834747	1.595913			
155.848068	1.592413			
155.861389	1.587947			
155.874725	1.579636			
155.888046	1.570772			
155.901382	1.567769			
155.914703	1.565968			
155.928024	1.566612			
155.94136	1.567607			
155.954681	1.569935			
155.968002	1.574031			
155.981339	1.573848			
155.994659	1.577358			
156.00798	1.576908			
156.021317	1.576667			
156.034637	1.572264			
156.047958	1.571377			
156.061295	1.569785			
156.074615	1.564651			
156.087936	1.561228			
156.101273	1.561654			
156.114594	1.563152			
156.12793	1.563795			
156.141251	1.561849			
156.154572	1.56145			
156.167908	1.56283			
156.181229	1.560514			
156.19455	1.555547			
156.207886	1.550898			
156.221207	1.54724			
156.234528	1.54453			
156.247864	1.542556			
156.261185	1.539377			
156.274506	1.538052			
156.287842	1.538903			
156.301163	1.536613			
156.314484	1.534012			
156.32782	1.53243			
156.341141	1.528762			
156.354477	1.528284			
156.367798	1.528639			
156.381119	1.526509			
156.394455	1.525757			
156.407776	1.522387			
156.421097	1.521271			
156.434433	1.516824			
156.447754	1.515914			
156.461075	1.515843			
156.474411	1.511955			
156.487732	1.511758			
156.501053	1.510227			
156.514389	1.509798			
156.52771	1.506896			
156.541031	1.50307			
156.554367	1.50329			
156.567688	1.499429			
156.581024	1.497761			
156.594345	1.4951			
156.607666	1.48964			
156.621002	1.488379			
156.634323	1.48179			
156.647644	1.478966			
156.66098	1.477435			
156.674301	1.47587			
156.687622	1.47463			
156.700958	1.475084			
156.714279	1.47357			
156.7276	1.47272			
156.740936	1.472086			
156.754257	1.471846			
156.767578	1.470281			
156.780914	1.467732			
156.794235	1.466018			
156.807571	1.464316			
156.820892	1.463281			
156.834213	1.460153			
156.847549	1.459333			
156.86087	1.460945			
156.874191	1.463713			
156.887527	1.462269			
156.900848	1.460194			
156.914169	1.460967			
156.927505	1.461356			
156.940826	1.455422			
156.954147	1.450353			
156.967484	1.449852			
156.980804	1.450739			
156.994125	1.449236			
157.007462	1.45112			
157.020782	1.451962			
157.034119	1.452952			
157.04744	1.452501			
157.06076	1.447454			
157.074097	1.446166			
157.087418	1.442246			
157.100739	1.440049			
157.114075	1.437396			
157.127396	1.436108			
157.140717	1.435298			
157.154053	1.43278			
157.167374	1.429276			
157.180695	1.430327			
157.194031	1.431586			
157.207352	1.429254			
157.220673	1.427879			
157.234009	1.429179			
157.24733	1.430048			
157.260666	1.427408			
157.273987	1.427206			
157.287308	1.42697			
157.300644	1.427303			
157.313965	1.424254			
157.327286	1.421832			
157.340622	1.419944			
157.353943	1.416201			
157.367264	1.415748			
157.3806	1.416029			
157.393921	1.417118			
157.407242	1.41669			
157.420578	1.418052			
157.433899	1.415546			
157.44722	1.415161			
157.460556	1.412728			
157.473877	1.409978			
157.487213	1.407144			
157.500534	1.40695			
157.513855	1.40928			
157.527191	1.408697			
157.540512	1.409546			
157.553833	1.406724			
157.567169	1.406249			
157.58049	1.404684			
157.593811	1.399544			
157.607147	1.396909			
157.620468	1.394127			
157.633789	1.392849			
157.647125	1.392907			
157.660446	1.389293			
157.673767	1.392941			
157.687103	1.395164			
157.700424	1.392574			
157.713745	1.39403			
157.727081	1.3936			
157.740402	1.393159			
157.753738	1.391849			
157.767059	1.388352			
157.78038	1.389027			
157.793716	1.385065			
157.807037	1.380853			
157.820358	1.380854			
157.833694	1.377902			
157.847015	1.376742			
157.860336	1.375064			
157.873672	1.375552			
157.886993	1.378637			
157.900314	1.379874			
157.913651	1.381889			
157.926971	1.381941			
157.940292	1.382319			
157.953629	1.383057			
157.966949	1.384471			
157.980286	1.381509			
157.993607	1.377778			
158.006927	1.378904			
158.020264	1.377322			
158.033585	1.37721			
158.046906	1.378052			
158.060242	1.377365			
158.073563	1.379638			
158.086884	1.375572			
158.10022	1.375445			
158.113541	1.37337			
158.126862	1.37086			
158.140198	1.369262			
158.153519	1.365175			
158.16684	1.368097			
158.180176	1.365792			
158.193497	1.363972			
158.206833	1.363447			
158.220154	1.358021			
158.233475	1.356897			
158.246811	1.357623			
158.260132	1.359377			
158.273453	1.359646			
158.286789	1.363416			
158.30011	1.366811			
158.313431	1.372829			
158.326767	1.372361			
158.340088	1.369178			
158.353409	1.367198			
158.366745	1.362045			
158.380066	1.354127			
158.393387	1.350717			
158.406723	1.350319			
158.420044	1.348175			
158.43338	1.347093			
158.446701	1.350389			
158.460022	1.351049			
158.473358	1.355428			
158.486679	1.353278			
158.5	1.355033			
158.513336	1.351625			
158.526657	1.349203			
158.539978	1.350457			
158.553314	1.347563			
158.566635	1.348673			
158.579956	1.346842			
158.593292	1.344435			
158.606613	1.346015			
158.619934	1.343741			
158.63327	1.345093			
158.646591	1.345527			
158.659927	1.343774			
158.673248	1.344106			
158.686569	1.343998			
158.699905	1.343974			
158.713226	1.341675			
158.726547	1.3353			
158.739883	1.336014			
158.753204	1.334109			
158.766525	1.334687			
158.779861	1.336772			
158.793182	1.33664			
158.806503	1.338273			
158.819839	1.338644			
158.83316	1.340672			
158.846481	1.338369			
158.859818	1.337155			
158.873138	1.335015			
158.886475	1.332461			
158.899796	1.333281			
158.913116	1.330617			
158.926453	1.330922			
158.939774	1.329534			
158.953094	1.32628			
158.966431	1.325503			
158.979752	1.326158			
158.993073	1.325503			
159.006409	1.328564			
159.01973	1.32734			
159.033051	1.327644			
159.046387	1.329074			
159.059708	1.331275			
159.073029	1.328162			
159.086365	1.328724			
159.099686	1.326085			
159.113022	1.32922			
159.126343	1.327855			
159.139664	1.324862			
159.153	1.327012			
159.166321	1.326207			
159.179642	1.32785			
159.192978	1.324166			
159.206299	1.325903			
159.21962	1.327284			
159.232956	1.326237			
159.246277	1.322446			
159.259598	1.320541			
159.272934	1.316361			
159.286255	1.314258			
159.299576	1.313029			
159.312912	1.311214			
159.326233	1.310249			
159.339554	1.31052			
159.35289	1.312188			
159.366211	1.313517			
159.379547	1.311245			
159.392868	1.312005			
159.406189	1.314795			
159.419525	1.315416			
159.432846	1.313642			
159.446167	1.309661			
159.459503	1.308567			
159.472824	1.307172			
159.486145	1.304765			
159.499481	1.304401			
159.512802	1.305713			
159.526123	1.309004			
159.539459	1.306894			
159.55278	1.305228			
159.566101	1.308338			
159.579437	1.309703			
159.592758	1.307965			
159.606094	1.307134			
159.619415	1.310381			
159.632736	1.313857			
159.646072	1.312812			
159.659393	1.311212			
159.672714	1.311546			
159.68605	1.310738			
159.699371	1.3093			
159.712692	1.305538			
159.726028	1.304411			
159.739349	1.299706			
159.75267	1.297156			
159.766006	1.298403			
159.779327	1.299077			
159.792648	1.301269			
159.805984	1.30248			
159.819305	1.303248			
159.832642	1.304901			
159.845963	1.302494			
159.859283	1.299005			
159.87262	1.29889			
159.885941	1.296919			
159.899261	1.29581			
159.912598	1.297238			
159.925919	1.295116			
159.93924	1.294949			
159.952576	1.293409			
159.965897	1.295396			
159.979218	1.296979			
159.992554	1.296953			
160.005875	1.300659			
160.019196	1.301437			
160.032532	1.303652			
160.045853	1.303946			
160.059189	1.301787			
160.07251	1.300369			
160.085831	1.299151			
160.099167	1.298275			
160.112488	1.296925			
160.125809	1.29702			
160.139145	1.298554			
160.152466	1.297805			
160.165787	1.298173			
160.179123	1.298426			
160.192444	1.298533			
160.205765	1.294832			
160.219101	1.294255			
160.232422	1.290741			
160.245743	1.289522			
160.259079	1.286885			
160.2724	1.286008			
160.285736	1.288108			
160.299057	1.286115			
160.312378	1.28883			
160.325714	1.29199			
160.339035	1.291629			
160.352356	1.29123			
160.365692	1.289093			
160.379013	1.289493			
160.392334	1.288041			
160.40567	1.285908			
160.418991	1.285533			
160.432312	1.285715			
160.445648	1.288996			
160.458969	1.289422			
160.47229	1.289627			
160.485626	1.291721			
160.498947	1.291254			
160.512283	1.290529			
160.525604	1.289482			
160.538925	1.288114			
160.552261	1.284562			
160.565582	1.284005			
160.578903	1.281681			
160.592239	1.278301			
160.60556	1.278116			
160.618881	1.279562			
160.632217	1.283311			
160.645538	1.284356			
160.658859	1.284803			
160.672195	1.285491			
160.685516	1.285424			
160.698837	1.28535			
160.712173	1.285125			
160.725494	1.283289			
160.738831	1.283226			
160.752151	1.283992			
160.765472	1.285399			
160.778809	1.285122			
160.79213	1.282916			
160.80545	1.283312			
160.818787	1.28273			
160.832108	1.283117			
160.845428	1.282836			
160.858765	1.281615			
160.872086	1.284305			
160.885406	1.285281			
160.898743	1.283868			
160.912064	1.281183			
160.925385	1.278964			
160.938721	1.278435			
160.952042	1.276891			
160.965363	1.273402			
160.978699	1.273737			
160.99202	1.274351			
161.005356	1.274921			
161.018677	1.276249			
161.031998	1.27628			
161.045334	1.277763			
161.058655	1.278691			
161.071976	1.277823			
161.085312	1.277527			
161.098633	1.272661			
161.111954	1.270784			
161.12529	1.271062			
161.138611	1.270351			
161.151932	1.270211			
161.165268	1.26821			
161.178589	1.270591			
161.19191	1.2724			
161.205246	1.270398			
161.218567	1.267607			
161.231903	1.266818			
161.245224	1.264815			
161.258545	1.262432			
161.271881	1.260816			
161.285202	1.262005			
161.298523	1.263558			
161.311859	1.265371			
161.32518	1.264829			
161.338501	1.264997			
161.351837	1.263712			
161.365158	1.26215			
161.378479	1.260578			
161.391815	1.258331			
161.405136	1.258369			
161.418457	1.258277			
161.431793	1.259185			
161.445114	1.260216			
161.45845	1.262414			
161.471771	1.262717			
161.485092	1.263362			
161.498428	1.265354			
161.511749	1.266551			
161.52507	1.266042			
161.538406	1.267121			
161.551727	1.26618			
161.565048	1.265881			
161.578384	1.26559			
161.591705	1.265463			
161.605026	1.264896			
161.618362	1.267153			
161.631683	1.268985			
161.645004	1.268597			
161.65834	1.269593			
161.671661	1.272			
161.684998	1.2733			
161.698318	1.270436			
161.711639	1.270246			
161.724976	1.269273			
161.738297	1.268738			
161.751617	1.266609			
161.764954	1.26531			
161.778275	1.264886			
161.791595	1.266232			
161.804932	1.266682			
161.818253	1.268413			
161.831573	1.269179			
161.84491	1.270679			
161.858231	1.270705			
