Chrom.1				
UV				
ml	mAU			
110.778511	63.868919			
110.79184	64.107124			
110.805168	64.344643			
110.818489	64.58255			
110.831818	64.822105			
110.845146	65.063484			
110.858467	65.30706			
110.871796	65.552094			
110.885124	65.798271			
110.898445	66.046761			
110.911774	66.295647			
110.925102	66.544403			
110.938431	66.793564			
110.951752	67.04158			
110.96508	67.288872			
110.978409	67.535576			
110.99173	67.782974			
111.005058	68.032372			
111.018387	68.283401			
111.031715	68.539185			
111.045036	68.799347			
111.058365	69.061218			
111.071693	69.324127			
111.085014	69.586441			
111.098343	69.849205			
111.111671	70.108833			
111.124992	70.365463			
111.138321	70.622536			
111.151649	70.879265			
111.164978	71.137871			
111.178299	71.396133			
111.191628	71.65596			
111.204956	71.918495			
111.218277	72.179634			
111.231606	72.442703			
111.244934	72.709679			
111.258263	72.979774			
111.271584	73.252304			
111.284912	73.524063			
111.298241	73.798576			
111.311562	74.075256			
111.32489	74.353935			
111.338219	74.636101			
111.35154	74.922073			
111.364868	75.209518			
111.378197	75.497223			
111.391525	75.784424			
111.404846	76.073792			
111.418175	76.361397			
111.431503	76.645218			
111.444824	76.929489			
111.458153	77.219597			
111.471481	77.511147			
111.484802	77.803314			
111.498131	78.09465			
111.511459	78.387939			
111.524788	78.680397			
111.538109	78.970436			
111.551437	79.258415			
111.564766	79.54763			
111.578087	79.840485			
111.591415	80.134323			
111.604744	80.429886			
111.618073	80.730888			
111.631393	81.03299			
111.644722	81.335037			
111.658051	81.634567			
111.671371	81.934593			
111.6847	82.233498			
111.698029	82.530762			
111.711349	82.82888			
111.724678	83.12812			
111.738007	83.429665			
111.751335	83.735634			
111.764656	84.044991			
111.777985	84.357491			
111.791313	84.669502			
111.804634	84.979225			
111.817963	85.290985			
111.831291	85.605003			
111.84462	85.916161			
111.857941	86.225296			
111.871269	86.53965			
111.884598	86.854675			
111.897919	87.172485			
111.911247	87.490303			
111.924576	87.808273			
111.937897	88.133591			
111.951225	88.458252			
111.964554	88.782722			
111.977882	89.107475			
111.991203	89.432457			
112.004532	89.760429			
112.01786	90.085587			
112.031181	90.411186			
112.04451	90.738274			
112.057838	91.065094			
112.071159	91.395271			
112.084496	91.72113			
112.097816	92.046936			
112.111137	92.37545			
112.124474	92.706589			
112.137794	93.038109			
112.151115	93.368523			
112.164452	93.700813			
112.177773	94.033302			
112.191093	94.366478			
112.20443	94.702507			
112.217751	95.037674			
112.231071	95.374306			
112.244408	95.71357			
112.257729	96.053429			
112.271065	96.393547			
112.284386	96.729721			
112.297707	97.064125			
112.311043	97.404144			
112.324364	97.745186			
112.337685	98.086685			
112.351021	98.431381			
112.364342	98.778938			
112.377663	99.131134			
112.390999	99.482468			
112.40432	99.833542			
112.417641	100.18705			
112.430977	100.540894			
112.444298	100.89608			
112.457619	101.24958			
112.470955	101.60524			
112.484276	101.959435			
112.497612	102.31501			
112.510933	102.671188			
112.524254	103.024902			
112.53759	103.381096			
112.550911	103.737732			
112.564232	104.094597			
112.577568	104.45462			
112.590889	104.814636			
112.60421	105.174431			
112.617546	105.533806			
112.630867	105.891396			
112.644188	106.251221			
112.657524	106.61129			
112.670845	106.970726			
112.684166	107.333755			
112.697502	107.698814			
112.710823	108.064293			
112.724159	108.429291			
112.73748	108.794876			
112.750801	109.164459			
112.764137	109.536018			
112.777458	109.908409			
112.790779	110.283089			
112.804115	110.661079			
112.817436	111.036201			
112.830757	111.409454			
112.844093	111.781242			
112.857414	112.153069			
112.870735	112.525269			
112.884071	112.898636			
112.897392	113.272186			
112.910713	113.647827			
112.924049	114.025085			
112.93737	114.40152			
112.950706	114.77887			
112.964027	115.155128			
112.977348	115.532349			
112.990685	115.910568			
113.004005	116.286896			
113.017326	116.665253			
113.030663	117.0439			
113.043983	117.423843			
113.057304	117.804688			
113.070641	118.187317			
113.083961	118.572121			
113.097282	118.958199			
113.110619	119.343475			
113.12394	119.729424			
113.13726	120.115395			
113.150597	120.499229			
113.163918	120.885323			
113.177254	121.275322			
113.190575	121.668282			
113.203896	122.063087			
113.217232	122.459724			
113.230553	122.863205			
113.243874	123.26387			
113.25721	123.663361			
113.270531	124.061279			
113.283852	124.45845			
113.297188	124.856613			
113.310509	125.249893			
113.32383	125.643982			
113.337166	126.039505			
113.350487	126.43367			
113.363808	126.829605			
113.377144	127.22393			
113.390465	127.62484			
113.403801	128.02655			
113.417122	128.424362			
113.430443	128.82338			
113.443779	129.223572			
113.4571	129.624222			
113.470421	130.018829			
113.483757	130.412506			
113.497078	130.808823			
113.510399	131.207672			
113.523735	131.608948			
113.537056	132.008972			
113.550377	132.41217			
113.563713	132.815659			
113.577034	133.216278			
113.590355	133.612885			
113.603691	134.010513			
113.617012	134.40918			
113.630333	134.807602			
113.643669	135.208832			
113.65699	135.614044			
113.670326	136.026077			
113.683647	136.437592			
113.696968	136.848251			
113.710304	137.260742			
113.723625	137.676285			
113.736946	138.090378			
113.750282	138.503159			
113.763603	138.916077			
113.776924	139.328003			
113.79026	139.739105			
113.803581	140.146179			
113.816902	140.550308			
113.830238	140.955368			
113.843559	141.359253			
113.85688	141.764114			
113.870216	142.171097			
113.883537	142.57814			
113.896873	142.984756			
113.910194	143.390289			
113.923515	143.798828			
113.936852	144.207047			
113.950172	144.613434			
113.963493	145.024597			
113.97683	145.440247			
113.99015	145.852844			
114.003471	146.263611			
114.016808	146.675735			
114.030128	147.089645			
114.043449	147.499939			
114.056786	147.907059			
114.070107	148.312225			
114.083427	148.719742			
114.096764	149.127167			
114.110085	149.532715			
114.123421	149.939331			
114.136742	150.350418			
114.150063	150.762451			
114.163399	151.176041			
114.17672	151.591263			
114.190041	152.008377			
114.203377	152.425766			
114.216698	152.840118			
114.230019	153.252563			
114.243355	153.665466			
114.256676	154.077759			
114.269997	154.488434			
114.283333	154.901123			
114.296654	155.312469			
114.309975	155.722992			
114.323311	156.134705			
114.336632	156.547302			
114.349968	156.956467			
114.363289	157.367584			
114.37661	157.780334			
114.389946	158.192657			
114.403267	158.606964			
114.416588	159.017136			
114.429924	159.431381			
114.443245	159.843811			
114.456566	160.256653			
114.469902	160.669647			
114.483223	161.081009			
114.496544	161.494553			
114.50988	161.911499			
114.523201	162.325485			
114.536522	162.739777			
114.549858	163.15535			
114.563179	163.572998			
114.576515	163.989975			
114.589836	164.406448			
114.603157	164.821167			
114.616493	165.236328			
114.629814	165.647476			
114.643135	166.056656			
114.656471	166.467072			
114.669792	166.877426			
114.683113	167.287033			
114.696449	167.695541			
114.70977	168.105087			
114.723091	168.516357			
114.736427	168.926117			
114.749748	169.331177			
114.763069	169.737473			
114.776405	170.149887			
114.789726	170.557556			
114.803062	170.963654			
114.816383	171.368149			
114.829704	171.773865			
114.84304	172.180344			
114.856361	172.580811			
114.869682	172.98082			
114.883018	173.385178			
114.896339	173.786667			
114.90966	174.186493			
114.922997	174.591156			
114.936317	174.997757			
114.949638	175.404663			
114.962975	175.811554			
114.976295	176.21669			
114.989616	176.624954			
115.002953	177.032013			
115.016273	177.436905			
115.02961	177.841507			
115.042931	178.245987			
115.056252	178.650803			
115.069588	179.056625			
115.082909	179.457794			
115.09623	179.859299			
115.109566	180.259811			
115.122887	180.661942			
115.136208	181.061523			
115.149544	181.460648			
115.162865	181.858429			
115.176186	182.257339			
115.189522	182.651779			
115.202843	183.044846			
115.216164	183.436935			
115.2295	183.830078			
115.242821	184.222336			
115.256142	184.616653			
115.269478	185.011383			
115.282799	185.404388			
115.296135	185.798401			
115.309456	186.192932			
115.322777	186.586731			
115.336113	186.978256			
115.349434	187.372818			
115.362755	187.766251			
115.376091	188.159988			
115.389412	188.553513			
115.402733	188.944717			
115.416069	189.336349			
115.42939	189.725281			
115.442711	190.11499			
115.456047	190.505005			
115.469368	190.893478			
115.482689	191.28067			
115.496025	191.66954			
115.509346	192.054184			
115.522682	192.435425			
115.536003	192.820419			
115.549324	193.20285			
115.56266	193.583618			
115.575981	193.963806			
115.589302	194.343399			
115.602638	194.723343			
115.615959	195.099136			
115.62928	195.469345			
115.642616	195.843918			
115.655937	196.217789			
115.669258	196.590302			
115.682594	196.959015			
115.695915	197.32962			
115.709236	197.702911			
115.722572	198.072296			
115.735893	198.437988			
115.749229	198.801575			
115.76255	199.167831			
115.775871	199.53479			
115.789207	199.895996			
115.802528	200.262466			
115.815849	200.628128			
115.829185	200.994232			
115.842506	201.36055			
115.855827	201.725067			
115.869164	202.088043			
115.882484	202.449646			
115.895805	202.807938			
115.909142	203.168549			
115.922462	203.527069			
115.935783	203.881363			
115.94912	204.238739			
115.96244	204.594971			
115.975777	204.954315			
115.989098	205.313171			
116.002419	205.667587			
116.015755	206.024979			
116.029076	206.379242			
116.042397	206.734467			
116.055733	207.083893			
116.069054	207.430725			
116.082375	207.780365			
116.095711	208.130692			
116.109032	208.478836			
116.122353	208.825562			
116.135689	209.168747			
116.14901	209.513901			
116.162331	209.85611			
116.175667	210.197998			
116.188988	210.536316			
116.202324	210.870041			
116.215645	211.203201			
116.228966	211.539017			
116.242302	211.873611			
116.255623	212.204956			
116.268944	212.534683			
116.28228	212.86972			
116.295601	213.203873			
116.308922	213.532852			
116.322258	213.855972			
116.335579	214.182388			
116.3489	214.509079			
116.362236	214.831665			
116.375557	215.155197			
116.388878	215.48201			
116.402214	215.809052			
116.415535	216.131104			
116.428871	216.449692			
116.442192	216.768906			
116.455513	217.088165			
116.468849	217.404694			
116.48217	217.719193			
116.495491	218.033325			
116.508827	218.347839			
116.522148	218.660782			
116.535469	218.966003			
116.548805	219.27771			
116.562126	219.585083			
116.575447	219.890884			
116.588783	220.194336			
116.602104	220.497086			
116.615425	220.797577			
116.628761	221.095016			
116.642082	221.389343			
116.655418	221.687531			
116.668739	221.98558			
116.68206	222.28241			
116.695396	222.579239			
116.708717	222.874664			
116.722038	223.1698			
116.735374	223.463028			
116.748695	223.749603			
116.762016	224.040665			
116.775352	224.330597			
116.788673	224.617889			
116.801994	224.900177			
116.815331	225.182632			
116.828651	225.464584			
116.841972	225.741837			
116.855309	226.015167			
116.868629	226.29158			
116.881966	226.566559			
116.895287	226.841217			
116.908607	227.108948			
116.921944	227.380539			
116.935265	227.652832			
116.948586	227.926392			
116.961922	228.197784			
116.975243	228.466827			
116.988564	228.734222			
117.0019	229.000961			
117.015221	229.263168			
117.028542	229.522766			
117.041878	229.77771			
117.055199	230.029327			
117.06852	230.282471			
117.081856	230.535278			
117.095177	230.788834			
117.108498	231.041641			
117.121834	231.29129			
117.135155	231.543167			
117.148491	231.794525			
117.161812	232.045471			
117.175133	232.294418			
117.188469	232.539017			
117.20179	232.785645			
117.215111	233.029404			
117.228447	233.272064			
117.241768	233.511902			
117.255089	233.746475			
117.268425	233.977982			
117.281746	234.2099			
117.295067	234.443542			
117.308403	234.67482			
117.321724	234.899628			
117.335045	235.12471			
117.348381	235.354904			
117.361702	235.582474			
117.375038	235.804398			
117.388359	236.025223			
117.40168	236.248688			
117.415016	236.464478			
117.428337	236.679001			
117.441658	236.889221			
117.454994	237.098053			
117.468315	237.305344			
117.481636	237.506912			
117.494972	237.713379			
117.508293	237.919418			
117.521614	238.124908			
117.53495	238.329865			
117.548271	238.536942			
117.561592	238.740082			
117.574928	238.93779			
117.588249	239.135178			
117.601585	239.328659			
117.614906	239.521027			
117.628227	239.71286			
117.641563	239.903854			
117.654884	240.095779			
117.668205	240.28508			
117.681541	240.47467			
117.694862	240.661728			
117.708183	240.846054			
117.721519	241.030411			
117.73484	241.216599			
117.748161	241.400711			
117.761497	241.583923			
117.774818	241.764709			
117.788139	241.944717			
117.801476	242.124512			
117.814796	242.297348			
117.828133	242.469589			
117.841454	242.63942			
117.854774	242.807236			
117.868111	242.974579			
117.881432	243.137543			
117.894753	243.301453			
117.908089	243.464645			
117.92141	243.623886			
117.934731	243.783112			
117.948067	243.94191			
117.961388	244.099457			
117.974709	244.251968			
117.988045	244.403458			
118.001366	244.552399			
118.014687	244.700058			
118.028023	244.84581			
118.041344	244.992935			
118.05468	245.138901			
118.068001	245.280106			
118.081322	245.426865			
118.094658	245.570419			
118.107979	245.711044			
118.1213	245.851852			
118.134636	245.991882			
118.147957	246.127655			
118.161278	246.262009			
118.174614	246.394073			
118.187935	246.526245			
118.201256	246.652832			
118.214592	246.776093			
118.227913	246.899704			
118.241234	247.021194			
118.25457	247.140579			
118.267891	247.258652			
118.281227	247.377563			
118.294548	247.495361			
118.307869	247.611298			
118.321205	247.72319			
118.334526	247.835037			
118.347847	247.945206			
118.361183	248.050476			
118.374504	248.153702			
118.387825	248.256653			
118.401161	248.357849			
118.414482	248.456497			
118.427803	248.5522			
118.441139	248.646179			
118.45446	248.738892			
118.467781	248.825363			
118.481117	248.914322			
118.494438	249.002762			
118.507774	249.092163			
118.521095	249.178207			
118.534416	249.261948			
118.547752	249.347778			
118.561073	249.431			
118.574394	249.513794			
118.58773	249.593994			
118.601051	249.67366			
118.614372	249.754181			
118.627708	249.833084			
118.641029	249.910721			
118.65435	249.98465			
118.667686	250.056656			
118.681007	250.127609			
118.694328	250.195953			
118.707664	250.265793			
118.720985	250.330917			
118.734306	250.396927			
118.747643	250.459473			
118.760963	250.522156			
118.7743	250.582916			
118.787621	250.639236			
118.800941	250.694275			
118.814278	250.751068			
118.827599	250.801208			
118.840919	250.847076			
118.854256	250.895126			
118.867577	250.937073			
118.880898	250.980347			
118.894234	251.022354			
118.907555	251.065094			
118.920876	251.110703			
118.934212	251.154694			
118.947533	251.197968			
118.960854	251.235306			
118.97419	251.272659			
118.987511	251.306763			
119.000847	251.333252			
119.014168	251.358307			
119.027489	251.383469			
119.040825	251.409561			
119.054146	251.43187			
119.067467	251.454025			
119.080803	251.474289			
119.094124	251.491501			
119.107445	251.506699			
119.120781	251.518295			
119.134102	251.528549			
119.147423	251.540771			
119.160759	251.548691			
119.17408	251.556122			
119.187401	251.563538			
119.200737	251.567276			
119.214058	251.570419			
119.227394	251.57254			
119.240715	251.56929			
119.254036	251.565186			
119.267372	251.559799			
119.280693	251.556183			
119.294014	251.553986			
119.30735	251.548279			
119.320671	251.543991			
119.333992	251.537964			
119.347328	251.528061			
119.360649	251.512146			
119.37397	251.490829			
119.387306	251.466019			
119.400627	251.439209			
119.413948	251.413055			
119.427284	251.390106			
119.440605	251.360733			
119.453941	251.335236			
119.467262	251.309967			
119.480583	251.281693			
119.493919	251.250885			
119.50724	251.214355			
119.520561	251.182419			
119.533897	251.14241			
119.547218	251.099197			
119.560539	251.059769			
119.573875	251.019547			
119.587196	250.976608			
119.600517	250.930664			
119.613853	250.887924			
119.627174	250.843826			
119.640495	250.793015			
119.653831	250.740692			
119.667152	250.685043			
119.680489	250.631439			
119.69381	250.575851			
119.70713	250.52092			
119.720467	250.467499			
119.733788	250.41333			
119.747108	250.360046			
119.760445	250.302856			
119.773766	250.243729			
119.787086	250.179565			
119.800423	250.112091			
119.813744	250.044022			
119.827065	249.972031			
119.840401	249.901794			
119.853722	249.828995			
119.867043	249.757538			
119.880379	249.689499			
119.8937	249.622986			
119.907036	249.555054			
119.920357	249.480957			
119.933678	249.408386			
119.947014	249.332809			
119.960335	249.253357			
119.973656	249.171112			
119.986992	249.088974			
120.000313	249.004532			
120.013634	248.91687			
120.02697	248.821228			
120.040291	248.723602			
120.053612	248.62178			
120.066948	248.520874			
120.080269	248.417755			
120.09359	248.313309			
120.106926	248.209137			
120.120247	248.113373			
120.133583	248.015503			
120.146904	247.911545			
120.160225	247.805176			
120.173561	247.70343			
120.186882	247.598145			
120.200203	247.484207			
120.213539	247.372101			
120.22686	247.255554			
120.240181	247.138641			
120.253517	247.018921			
120.266838	246.8965			
120.280159	246.775818			
120.293495	246.655197			
120.306816	246.536072			
120.320137	246.414169			
120.333473	246.289444			
120.346794	246.165207			
120.360115	246.040039			
120.373451	245.91037			
120.386772	245.776718			
120.400108	245.643112			
120.413429	245.510529			
120.42675	245.372589			
120.440086	245.236862			
120.453407	245.097122			
120.466728	244.958588			
120.480064	244.817352			
120.493385	244.67659			
120.506706	244.534012			
120.520042	244.390869			
120.533363	244.253021			
120.546684	244.107697			
120.56002	243.96347			
120.573341	243.816238			
120.586662	243.670212			
120.599998	243.523758			
120.613319	243.366486			
120.626656	243.218201			
120.639977	243.06456			
120.653297	242.91597			
120.666634	242.764877			
120.679955	242.605713			
120.693275	242.452911			
120.706612	242.295883			
120.719933	242.138382			
120.733253	241.979553			
120.74659	241.816025			
120.759911	241.660095			
120.773232	241.49852			
120.786568	241.333923			
120.799889	241.165543			
120.81321	240.992294			
120.826546	240.819763			
120.839867	240.647644			
120.853203	240.474091			
120.866524	240.298691			
120.879845	240.123901			
120.893181	239.946487			
120.906502	239.766617			
120.919823	239.585464			
120.933159	239.402664			
120.94648	239.223404			
120.959801	239.039337			
120.973137	238.857803			
120.986458	238.676178			
120.999779	238.493729			
121.013115	238.306274			
121.026436	238.115524			
121.039757	237.92395			
121.053093	237.731888			
121.066414	237.536407			
121.07975	237.339432			
121.093071	237.145355			
121.106392	236.944702			
121.119728	236.746979			
121.133049	236.549957			
121.14637	236.351639			
121.159706	236.152969			
121.173027	235.952972			
121.186348	235.754868			
121.199684	235.552567			
121.213005	235.349457			
121.226326	235.142059			
121.239662	234.933746			
121.252983	234.724518			
121.266304	234.517654			
121.27964	234.31041			
121.292961	234.107529			
121.306297	233.9039			
121.319618	233.697174			
121.332939	233.49144			
121.346275	233.28833			
121.359596	233.08371			
121.372917	232.877945			
121.386253	232.668503			
121.399574	232.459732			
121.412895	232.243973			
121.426231	232.022491			
121.439552	231.800339			
121.452873	231.576508			
121.466209	231.351227			
121.47953	231.126984			
121.492851	230.904633			
121.506187	230.68483			
121.519508	230.45961			
121.532845	230.236115			
121.546165	230.011063			
121.559486	229.786041			
121.572823	229.557083			
121.586143	229.332138			
121.599464	229.105682			
121.612801	228.87616			
121.626122	228.648788			
121.639442	228.415604			
121.652779	228.174973			
121.6661	227.931396			
121.67942	227.689117			
121.692757	227.447235			
121.706078	227.204041			
121.719398	226.962677			
121.732735	226.72226			
121.746056	226.483749			
121.759392	226.244675			
121.772713	225.997971			
121.786034	225.752319			
121.79937	225.503052			
121.812691	225.253983			
121.826012	225.012634			
121.839348	224.765656			
121.852669	224.51799			
121.86599	224.273071			
121.879326	224.02887			
121.892647	223.785736			
121.905968	223.534592			
121.919304	223.284302			
121.932625	223.038483			
121.945946	222.789154			
121.959282	222.540939			
121.972603	222.292862			
121.985939	222.044662			
121.99926	221.796997			
122.012581	221.546387			
122.025917	221.297119			
122.039238	221.043671			
122.052559	220.782394			
122.065895	220.526413			
122.079216	220.266891			
122.092537	220.008911			
122.105873	219.746841			
122.119194	219.483414			
122.132515	219.224213			
122.145851	218.955154			
122.159172	218.688293			
122.172493	218.416962			
122.185829	218.146957			
122.19915	217.877808			
122.212471	217.609222			
122.225807	217.337234			
122.239128	217.065552			
122.252464	216.791122			
122.265785	216.516556			
122.279106	216.24295			
122.292442	215.968704			
122.305763	215.693344			
122.319084	215.420639			
122.33242	215.149048			
122.345741	214.87677			
122.359062	214.60582			
122.372398	214.333694			
122.385719	214.061569			
122.39904	213.783798			
122.412376	213.508942			
122.425697	213.237686			
122.439018	212.966446			
122.452354	212.694199			
122.465675	212.424835			
122.479012	212.156708			
122.492332	211.884613			
122.505653	211.613113			
122.51899	211.340714			
122.53231	211.065292			
122.545631	210.788116			
122.558968	210.511841			
122.572289	210.237122			
122.585609	209.956863			
122.598946	209.674103			
122.612267	209.391525			
122.625587	209.108612			
122.638924	208.827393			
122.652245	208.547226			
122.665565	208.266052			
122.678902	207.988403			
122.692223	207.712997			
122.705559	207.428009			
122.71888	207.143143			
122.732201	206.855667			
122.745537	206.572739			
122.758858	206.284973			
122.772179	206.000259			
122.785515	205.717712			
122.798836	205.439621			
122.812157	205.154648			
122.825493	204.878052			
122.838814	204.598389			
122.852135	204.31955			
122.865471	204.040726			
122.878792	203.759613			
122.892113	203.480392			
122.905449	203.200729			
122.91877	202.915695			
122.932106	202.630661			
122.945427	202.345764			
122.958748	202.054642			
122.972084	201.765671			
122.985405	201.474243			
122.998726	201.178146			
123.012062	200.884689			
123.025383	200.58699			
123.038704	200.289551			
123.05204	199.993088			
123.065361	199.697159			
123.078682	199.399109			
123.092018	199.110535			
123.105339	198.81987			
123.11866	198.527328			
123.131996	198.232391			
123.145317	197.941818			
123.158653	197.651657			
123.171974	197.356232			
123.185295	197.059708			
123.198631	196.765152			
123.211952	196.470612			
123.225273	196.176544			
123.238609	195.883133			
123.25193	195.587646			
123.265251	195.293594			
123.278587	195.003235			
123.291908	194.714005			
123.305229	194.421982			
123.318565	194.12941			
123.331886	193.840698			
123.345207	193.549011			
123.358543	193.254486			
123.371864	192.958176			
123.385201	192.664581			
123.398521	192.368317			
123.411842	192.078506			
123.425179	191.787964			
123.438499	191.496567			
123.45182	191.207825			
123.465157	190.914352			
123.478477	190.624176			
123.491798	190.330032			
123.505135	190.036362			
123.518456	189.744781			
123.531776	189.453049			
123.545113	189.161224			
123.558434	188.869293			
123.571754	188.577866			
123.585091	188.28595			
123.598412	187.99408			
123.611748	187.700928			
123.625069	187.407913			
123.63839	187.113373			
123.651726	186.821152			
123.665047	186.527969			
123.678368	186.236237			
123.691704	185.943176			
123.705025	185.649246			
123.718346	185.355408			
123.731682	185.060883			
123.745003	184.762497			
123.758324	184.466629			
123.77166	184.171387			
123.784981	183.873245			
123.798302	183.576843			
123.811638	183.284821			
123.824959	182.991806			
123.83828	182.702423			
123.851616	182.410172			
123.864937	182.121979			
123.878273	181.833801			
123.891594	181.545334			
123.904915	181.255661			
123.918251	180.967484			
123.931572	180.679489			
123.944893	180.389374			
123.958229	180.09845			
123.97155	179.813507			
123.984871	179.521698			
123.998207	179.229721			
124.011528	178.937515			
124.024849	178.646927			
124.038185	178.35733			
124.051506	178.063858			
124.064827	177.771179			
124.078163	177.481567			
124.091484	177.191513			
124.10482	176.907593			
124.118141	176.617599			
124.131462	176.328812			
124.144798	176.03833			
124.158119	175.750504			
124.17144	175.458466			
124.184776	175.167648			
124.198097	174.881073			
124.211418	174.591171			
124.224754	174.303085			
124.238075	174.019806			
124.251396	173.735138			
124.264732	173.448776			
124.278053	173.163681			
124.291374	172.880295			
124.30471	172.594452			
124.318031	172.309738			
124.331367	172.02243			
124.344688	171.743576			
124.358009	171.465637			
124.371346	171.183868			
124.384666	170.904221			
124.397987	170.623978			
124.411324	170.344223			
124.424644	170.060547			
124.437965	169.779404			
124.451302	169.50119			
124.464622	169.222229			
124.477943	168.942276			
124.49128	168.660522			
124.504601	168.378265			
124.517921	168.095963			
124.531258	167.816132			
124.544579	167.531845			
124.557915	167.250992			
124.571236	166.968552			
124.584557	166.689697			
124.597893	166.412262			
124.611214	166.133759			
124.624535	165.857605			
124.637871	165.574188			
124.651192	165.294907			
124.664513	165.016098			
124.677849	164.739883			
124.69117	164.458832			
124.704491	164.182098			
124.717827	163.909607			
124.731148	163.641159			
124.744469	163.369446			
124.757805	163.09491			
124.771126	162.822739			
124.784462	162.552826			
124.797783	162.28009			
124.811104	162.012177			
124.82444	161.745483			
124.837761	161.48703			
124.851082	161.224808			
124.864418	160.960983			
124.877739	160.697845			
124.89106	160.438797			
124.904396	160.175888			
124.917717	159.908936			
124.931038	159.646042			
124.944374	159.386902			
124.957695	159.124557			
124.971016	158.860779			
124.984352	158.595703			
124.997673	158.333572			
125.011009	158.071259			
125.02433	157.809906			
125.037651	157.545654			
125.050987	157.286057			
125.064308	157.024826			
125.077629	156.767349			
125.090965	156.5047			
125.104286	156.247025			
125.117607	155.99472			
125.130943	155.737808			
125.144264	155.482498			
125.157585	155.229553			
125.170921	154.974686			
125.184242	154.720917			
125.197563	154.463562			
125.210899	154.207031			
125.22422	153.952118			
125.237556	153.697769			
125.250877	153.449371			
125.264198	153.198898			
125.277534	152.952637			
125.290855	152.704559			
125.304176	152.458298			
125.317513	152.212372			
125.330833	151.960571			
125.344154	151.716003			
125.357491	151.470612			
125.370811	151.227005			
125.384132	150.982941			
125.397469	150.741623			
125.410789	150.496872			
125.42411	150.255203			
125.437447	150.009171			
125.450768	149.768555			
125.464088	149.53302			
125.477425	149.292068			
125.490746	149.058197			
125.504082	148.821945			
125.517403	148.588043			
125.530724	148.353241			
125.54406	148.115082			
125.557381	147.883377			
125.570702	147.648087			
125.584038	147.415085			
125.597359	147.184616			
125.61068	146.951431			
125.624016	146.723907			
125.637337	146.493332			
125.650658	146.264038			
125.663994	146.038986			
125.677315	145.81517			
125.690636	145.59227			
125.703972	145.365417			
125.717293	145.142197			
125.730629	144.9207			
125.74395	144.699127			
125.757271	144.474884			
125.770607	144.253952			
125.783928	144.033203			
125.797249	143.811966			
125.810585	143.594482			
125.823906	143.374603			
125.837227	143.154984			
125.850563	142.935349			
125.863884	142.723572			
125.877205	142.508514			
125.890541	142.296722			
125.903862	142.091156			
125.917183	141.880951			
125.930519	141.672318			
125.94384	141.460037			
125.957176	141.253052			
125.970497	141.043457			
125.983818	140.83548			
125.997154	140.625473			
126.010475	140.422302			
126.023796	140.218796			
126.037132	140.014389			
126.050453	139.80954			
126.063774	139.605286			
126.07711	139.400955			
126.090431	139.201279			
126.103752	138.999191			
126.117088	138.803162			
126.130409	138.606842			
126.14373	138.411636			
126.157066	138.215012			
126.170387	138.021088			
126.183723	137.826767			
126.197044	137.633179			
126.210365	137.441803			
126.223701	137.250641			
126.237022	137.061707			
126.250343	136.87674			
126.26368	136.694275			
126.277	136.509827			
126.290321	136.322235			
126.303658	136.138123			
126.316978	135.951324			
126.330299	135.765808			
126.343636	135.582031			
126.356956	135.401352			
126.370277	135.221939			
126.383614	135.043655			
126.396935	134.868866			
126.410271	134.691986			
126.423592	134.515915			
126.436913	134.340851			
126.450249	134.164825			
126.46357	133.994186			
126.476891	133.824936			
126.490227	133.654572			
126.503548	133.484268			
126.516869	133.315979			
126.530205	133.15303			
126.543526	132.985138			
126.556847	132.818817			
126.570183	132.654205			
126.583504	132.49437			
126.596825	132.335358			
126.610161	132.173584			
126.623482	132.013763			
126.636818	131.855545			
126.650139	131.698227			
126.66346	131.545349			
126.676796	131.39212			
126.690117	131.235931			
126.703438	131.083527			
126.716774	130.930878			
126.730095	130.778992			
126.743416	130.625534			
126.756752	130.473465			
126.770073	130.323959			
126.783394	130.178177			
126.79673	130.035507			
126.810051	129.893661			
126.823372	129.751083			
126.836708	129.608337			
126.850029	129.467743			
126.863365	129.331451			
126.876686	129.194382			
126.890007	129.058182			
126.903343	128.923065			
126.916664	128.791199			
126.929985	128.659302			
126.943321	128.5224			
126.956642	128.392563			
126.969963	128.257492			
126.983299	128.123611			
126.99662	127.989006			
127.009941	127.85675			
127.023277	127.728081			
127.036598	127.599091			
127.049919	127.473869			
127.063255	127.351967			
127.076576	127.231186			
127.089897	127.111237			
127.103233	126.989639			
127.116554	126.870972			
127.12989	126.752617			
127.143211	126.634712			
127.156532	126.516388			
127.169868	126.401024			
127.183189	126.285469			
127.19651	126.171837			
127.209846	126.056198			
127.223167	125.941956			
127.236488	125.826668			
127.249825	125.714615			
127.263145	125.605179			
127.276466	125.49633			
127.289803	125.387741			
127.303123	125.280289			
127.316444	125.172424			
127.329781	125.069229			
127.343102	124.96489			
127.356438	124.865837			
127.369759	124.76638			
127.38308	124.668091			
127.396416	124.573944			
127.409737	124.478065			
127.423058	124.38427			
127.436394	124.289001			
127.449715	124.194382			
127.463036	124.100563			
127.476372	124.00592			
127.489693	123.913467			
127.503014	123.824471			
127.51635	123.730568			
127.529671	123.639557			
127.542992	123.550797			
127.556328	123.463562			
127.569649	123.377838			
127.582985	123.294395			
127.596306	123.211548			
127.609627	123.131783			
127.622963	123.05423			
127.636284	122.975487			
127.649605	122.896988			
127.662941	122.818642			
127.676262	122.739532			
127.689583	122.660011			
127.702919	122.583069			
